word_index,word,senses,gold_image,gold_sense,ambiguous_sentence,prompt
794,bitter,"{""noun_senses"": [""English term for a dry sharp-tasting ale with strong flavor of hops (usually on draft)"", ""the taste experience when quinine or coffee is taken into the mouth"", ""the property of having a harsh unpleasant taste""]}",image.8420.jpg,1,She found the bitter surprisingly refreshing.,"Ambiguous Word: bitter
---
Sense List:
1) English term for a dry sharp-tasting ale with strong flavor of hops (usually on draft)
2) the taste experience when quinine or coffee is taken into the mouth
3) the property of having a harsh unpleasant taste
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
801,octopus,"{""noun_senses"": [""tentacles of octopus prepared as food"", ""bottom-living cephalopod having a soft oval body with eight long tentacles""]}",image.8471.jpg,1,The chef prepared an octopus for us.,"Ambiguous Word: octopus
---
Sense List:
1) tentacles of octopus prepared as food
2) bottom-living cephalopod having a soft oval body with eight long tentacles
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
814,popcorn,"{""noun_senses"": [""corn having small ears and kernels that burst when exposed to dry heat"", ""small kernels of corn exploded by heat""]}",image.8553.jpg,1,He needed popcorn for the experiment.,"Ambiguous Word: popcorn
---
Sense List:
1) corn having small ears and kernels that burst when exposed to dry heat
2) small kernels of corn exploded by heat
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
818,assault,"{""noun_senses"": [""close fighting during the culmination of a military attack"", ""a threatened or attempted physical attack by someone who appears to be able to cause bodily harm if not stopped"", ""thoroughbred that won the triple crown in 1946"", ""the crime of forcing a woman to submit to sexual intercourse against her will""]}",image.8574.jpg,4,She reported the assault with great distress.,"Ambiguous Word: assault
---
Sense List:
1) close fighting during the culmination of a military attack
2) a threatened or attempted physical attack by someone who appears to be able to cause bodily harm if not stopped
3) thoroughbred that won the triple crown in 1946
4) the crime of forcing a woman to submit to sexual intercourse against her will
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
823,raise,"{""verb_senses"": [""raise the level or amount of something"", ""raise from a lower to a higher position"", ""cause to be heard or known; express or utter"", ""collect funds for a specific purpose"", ""cultivate by growing, often involving improvements by means of agricultural techniques"", ""bring up"", ""summon into action or bring into existence, often as if by magic"", ""move upwards"", ""construct, build, or erect"", ""call forth (emotions, feelings, and responses)"", ""create a disturbance, especially by making a great noise"", ""raise in rank or condition"", ""increase"", ""give a promotion to or assign to a higher position"", ""cause to puff up with a leaven"", ""bid (one's partner's suit) at a higher level"", ""bet more than the previous player"", ""cause to assemble or enlist in the military"", ""put forward for consideration or discussion"", ""pronounce (vowels) by bringing the tongue closer to the roof of the mouth"", ""activate or stir up"", ""establish radio communications with"", ""multiply (a number) by itself a specified number of times: 8 is 2 raised to the power 3"", ""bring (a surface or a design) into relief and cause to project"", ""invigorate or heighten"", ""put an end to"", ""cause to become alive again""]}",image.2608.jpg,17,He raised after she finished speaking.,"Ambiguous Word: raise
---
Sense List:
1) raise the level or amount of something
2) raise from a lower to a higher position
3) cause to be heard or known; express or utter
4) collect funds for a specific purpose
5) cultivate by growing, often involving improvements by means of agricultural techniques
6) bring up
7) summon into action or bring into existence, often as if by magic
8) move upwards
9) construct, build, or erect
10) call forth (emotions, feelings, and responses)
11) create a disturbance, especially by making a great noise
12) raise in rank or condition
13) increase
14) give a promotion to or assign to a higher position
15) cause to puff up with a leaven
16) bid (one's partner's suit) at a higher level
17) bet more than the previous player
18) cause to assemble or enlist in the military
19) put forward for consideration or discussion
20) pronounce (vowels) by bringing the tongue closer to the roof of the mouth
21) activate or stir up
22) establish radio communications with
23) multiply (a number) by itself a specified number of times: 8 is 2 raised to the power 3
24) bring (a surface or a design) into relief and cause to project
25) invigorate or heighten
26) put an end to
27) cause to become alive again
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
824,coach,"{""noun_senses"": [""(sports) someone in charge of training an athlete or a team"", ""a person who gives private instruction (as in singing, acting, etc.)"", ""a railcar where passengers ride"", ""a carriage pulled by four horses with one driver"", ""a vehicle carrying many passengers; used for public transport""]}",image.8614.jpg,1,The team was relieved to see the coach waiting at the curb.,"Ambiguous Word: coach
---
Sense List:
1) (sports) someone in charge of training an athlete or a team
2) a person who gives private instruction (as in singing, acting, etc.)
3) a railcar where passengers ride
4) a carriage pulled by four horses with one driver
5) a vehicle carrying many passengers; used for public transport
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
828,celebrity,"{""noun_senses"": [""a widely known person"", ""the state or quality of being widely honored and acclaimed""]}",image.8644.jpg,1,It was difficult to manage the celebrity.,"Ambiguous Word: celebrity
---
Sense List:
1) a widely known person
2) the state or quality of being widely honored and acclaimed
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
829,hang,"{""verb_senses"": [""be suspended or hanging"", ""cause to be hanging or suspended"", ""kill by hanging"", ""let drop or droop"", ""fall or flow in a certain way"", ""be menacing, burdensome, or oppressive"", ""give heed (to)"", ""be suspended or poised"", ""hold on tightly or tenaciously"", ""be exhibited"", ""prevent from reaching a verdict, of a jury"", ""decorate or furnish with something suspended"", ""be placed in position as by a hinge"", ""place in position as by a hinge so as to allow free movement in one direction"", ""suspend (meat) in order to get a gamey taste""]}",image.7736.jpg,3,The committee decided to hang the former president in the lobby.,"Ambiguous Word: hang
---
Sense List:
1) be suspended or hanging
2) cause to be hanging or suspended
3) kill by hanging
4) let drop or droop
5) fall or flow in a certain way
6) be menacing, burdensome, or oppressive
7) give heed (to)
8) be suspended or poised
9) hold on tightly or tenaciously
10) be exhibited
11) prevent from reaching a verdict, of a jury
12) decorate or furnish with something suspended
13) be placed in position as by a hinge
14) place in position as by a hinge so as to allow free movement in one direction
15) suspend (meat) in order to get a gamey taste
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
831,desolate,"{""verb_senses"": [""leave someone who needs or counts on you; leave in the lurch"", ""reduce in population"", ""cause extensive destruction or ruin utterly""]}",image.3395.jpg,3,"After the war, the countryside desolate.","Ambiguous Word: desolate
---
Sense List:
1) leave someone who needs or counts on you; leave in the lurch
2) reduce in population
3) cause extensive destruction or ruin utterly
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
847,indian,"{""noun_senses"": [""a member of the race of people living in America when Europeans arrived"", ""a native or inhabitant of India"", ""any of the languages spoken by Amerindians""]}",image.8772.jpg,1,My grandmother remembered indian stories.,"Ambiguous Word: indian
---
Sense List:
1) a member of the race of people living in America when Europeans arrived
2) a native or inhabitant of India
3) any of the languages spoken by Amerindians
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
850,disheartenment,"{""noun_senses"": [""the feeling of despair in the face of obstacles"", ""a communication that leaves you disheartened or daunted""]}",image.5671.jpg,1,The response was disheartenment.,"Ambiguous Word: disheartenment
---
Sense List:
1) the feeling of despair in the face of obstacles
2) a communication that leaves you disheartened or daunted
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
857,radius,"{""noun_senses"": [""the length of a line segment between the center and circumference of a circle or sphere"", ""a straight line from the center to the perimeter of a circle (or from the center to the surface of a sphere)"", ""a circular region whose area is indicated by the length of its radius"", ""the outer and slightly shorter of the two bones of the human forearm"", ""support consisting of a radial member of a wheel joining the hub to the rim""]}",image.7591.jpg,4,Examining the radius revealed a clear break.,"Ambiguous Word: radius
---
Sense List:
1) the length of a line segment between the center and circumference of a circle or sphere
2) a straight line from the center to the perimeter of a circle (or from the center to the surface of a sphere)
3) a circular region whose area is indicated by the length of its radius
4) the outer and slightly shorter of the two bones of the human forearm
5) support consisting of a radial member of a wheel joining the hub to the rim
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
865,egg,"{""noun_senses"": [""animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds"", ""oval reproductive body of a fowl (especially a hen) used as food"", ""one of the two male reproductive glands that produce spermatozoa and secrete androgens""]}",image.8873.jpg,2,He carefully cared for the egg,"Ambiguous Word: egg
---
Sense List:
1) animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds
2) oval reproductive body of a fowl (especially a hen) used as food
3) one of the two male reproductive glands that produce spermatozoa and secrete androgens
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
867,spirits,"{""noun_senses"": [""an alcoholic beverage that is distilled rather than fermented"", ""the vital principle or animating force within living things"", ""the general atmosphere of a place or situation and the effect that it has on people"", ""a fundamental emotional and activating principle determining one's character"", ""any incorporeal supernatural being that can become visible (or audible) to human beings"", ""the state of a person's emotions (especially with regard to pleasure or dejection)"", ""the intended meaning of a communication"", ""animation and energy in action or expression"", ""an inclination or tendency of a certain kind""]}",image.8888.jpg,1,The investigators spent the entire night analyzing the spirits in the back room.,"Ambiguous Word: spirits
---
Sense List:
1) an alcoholic beverage that is distilled rather than fermented
2) the vital principle or animating force within living things
3) the general atmosphere of a place or situation and the effect that it has on people
4) a fundamental emotional and activating principle determining one's character
5) any incorporeal supernatural being that can become visible (or audible) to human beings
6) the state of a person's emotions (especially with regard to pleasure or dejection)
7) the intended meaning of a communication
8) animation and energy in action or expression
9) an inclination or tendency of a certain kind
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
874,cairn,"{""noun_senses"": [""a mound of stones piled up as a memorial or to mark a boundary or path"", ""small rough-haired breed of terrier from Scotland""]}",image.8932.jpg,1,We watched the cairn carefully near the path.,"Ambiguous Word: cairn
---
Sense List:
1) a mound of stones piled up as a memorial or to mark a boundary or path
2) small rough-haired breed of terrier from Scotland
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
876,quickstep,"{""noun_senses"": [""military march accompanying quick time"", ""a ballroom dance with both quick and slow steps""]}",image.320.jpg,2,They began a quickstep after the announcement.,"Ambiguous Word: quickstep
---
Sense List:
1) military march accompanying quick time
2) a ballroom dance with both quick and slow steps
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
877,bank,"{""noun_senses"": [""sloping land (especially the slope beside a body of water)"", ""a financial institution that accepts deposits and channels the money into lending activities"", ""a long ridge or pile"", ""an arrangement of similar objects in a row or in tiers"", ""a supply or stock held in reserve for future use (especially in emergencies)"", ""the funds held by a gambling house or the dealer in some gambling games"", ""a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force"", ""a container (usually with a slot in the top) for keeping money at home"", ""a building in which the business of banking transacted"", ""a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)""]}",image.8951.jpg,10,The evaluator noted the unusual angle of the bank.,"Ambiguous Word: bank
---
Sense List:
1) sloping land (especially the slope beside a body of water)
2) a financial institution that accepts deposits and channels the money into lending activities
3) a long ridge or pile
4) an arrangement of similar objects in a row or in tiers
5) a supply or stock held in reserve for future use (especially in emergencies)
6) the funds held by a gambling house or the dealer in some gambling games
7) a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force
8) a container (usually with a slot in the top) for keeping money at home
9) a building in which the business of banking transacted
10) a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
879,runway,"{""noun_senses"": [""a bar or pair of parallel bars of rolled steel making the railway along which railroad cars or other vehicles can roll"", ""a chute down which logs can slide"", ""a narrow platform extending from the stage into the audience in a theater or nightclub etc."", ""a strip of level paved surface where planes can take off and land""]}",image.8963.jpg,4,The team reinforced the runway before the season began.,"Ambiguous Word: runway
---
Sense List:
1) a bar or pair of parallel bars of rolled steel making the railway along which railroad cars or other vehicles can roll
2) a chute down which logs can slide
3) a narrow platform extending from the stage into the audience in a theater or nightclub etc.
4) a strip of level paved surface where planes can take off and land
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
888,pack,"{""noun_senses"": [""a large indefinite number"", ""a complete collection of similar things"", ""a convenient package or parcel (as of cigarettes or film)"", ""an association of criminals"", ""an exclusive circle of people with a common purpose"", ""a group of hunting animals"", ""a cream that cleanses and tones the skin"", ""a sheet or blanket (either dry or wet) to wrap around the body for its therapeutic effect"", ""a bundle (especially one carried on the back)""]}",image.9028.jpg,9,"He handled the pack with care, knowing they needed it.","Ambiguous Word: pack
---
Sense List:
1) a large indefinite number
2) a complete collection of similar things
3) a convenient package or parcel (as of cigarettes or film)
4) an association of criminals
5) an exclusive circle of people with a common purpose
6) a group of hunting animals
7) a cream that cleanses and tones the skin
8) a sheet or blanket (either dry or wet) to wrap around the body for its therapeutic effect
9) a bundle (especially one carried on the back)
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
897,greet,"{""verb_senses"": [""express greetings upon meeting someone"", ""send greetings to"", ""react to in a certain way"", ""be perceived by""]}",image.8983.jpg,1,A familiar voice greeted him as he stepped inside.,"Ambiguous Word: greet
---
Sense List:
1) express greetings upon meeting someone
2) send greetings to
3) react to in a certain way
4) be perceived by
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
901,registration,"{""noun_senses"": [""the act of enrolling"", ""the body of people (such as students) who register or enroll at the same time"", ""a document certifying an act of registering"", ""(music) the sound property resulting from a combination of organ stops used to perform a particular piece of music; the technique of selecting and adjusting organ stops"", ""the act of adjusting something to match a standard""]}",image.3837.jpg,4,The composer managed the registration with great subtlety.,"Ambiguous Word: registration
---
Sense List:
1) the act of enrolling
2) the body of people (such as students) who register or enroll at the same time
3) a document certifying an act of registering
4) (music) the sound property resulting from a combination of organ stops used to perform a particular piece of music; the technique of selecting and adjusting organ stops
5) the act of adjusting something to match a standard
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
902,worship,"{""noun_senses"": [""the activity of worshipping"", ""a feeling of profound love and admiration""]}",image.127.jpg,1,She offered him her worship.,"Ambiguous Word: worship
---
Sense List:
1) the activity of worshipping
2) a feeling of profound love and admiration
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
912,elderberry,"{""noun_senses"": [""a common shrub with black fruit or a small tree of Europe and Asia; fruit used for wines and jellies"", ""berrylike fruit of an elder used for e.g. wines and jellies""]}",image.6428.jpg,1,The student spent the afternoon sketching the elderberry.,"Ambiguous Word: elderberry
---
Sense List:
1) a common shrub with black fruit or a small tree of Europe and Asia; fruit used for wines and jellies
2) berrylike fruit of an elder used for e.g. wines and jellies
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
915,rupture,"{""noun_senses"": [""state of being torn or burst open"", ""a personal or social separation (as between opposing factions)"", ""the act of making a sudden noisy break""]}",image.5184.jpg,1,The increasing strain foreshadowed a rupture.,"Ambiguous Word: rupture
---
Sense List:
1) state of being torn or burst open
2) a personal or social separation (as between opposing factions)
3) the act of making a sudden noisy break
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
925,rubbish,"{""noun_senses"": [""worthless material that is to be disposed of"", ""nonsensical talk or writing""]}",image.9219.jpg,1,We need to deal with all this rubbish.,"Ambiguous Word: rubbish
---
Sense List:
1) worthless material that is to be disposed of
2) nonsensical talk or writing
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
932,rerun,"{""verb_senses"": [""broadcast again, as of a film"", ""rerun a performance of a play, for example"", ""run again for office"", ""cause to perform again""]}",image.9255.jpg,2,"They promised to rerun it, hoping for a different outcome.","Ambiguous Word: rerun
---
Sense List:
1) broadcast again, as of a film
2) rerun a performance of a play, for example
3) run again for office
4) cause to perform again
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
935,eagle,"{""noun_senses"": [""any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight"", ""(golf) a score of two strokes under par on a hole"", ""a former gold coin in the United States worth 10 dollars"", ""an emblem representing power""]}",image.8577.jpg,1,The crowd gasped as the eagle descended.,"Ambiguous Word: eagle
---
Sense List:
1) any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight
2) (golf) a score of two strokes under par on a hole
3) a former gold coin in the United States worth 10 dollars
4) an emblem representing power
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
938,girlfriend,"{""noun_senses"": [""any female friend"", ""a girl or young woman with whom a man is romantically involved""]}",image.869.jpg,2,"I was with my girlfriend, and we went shopping.","Ambiguous Word: girlfriend
---
Sense List:
1) any female friend
2) a girl or young woman with whom a man is romantically involved
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
945,galvanization,"{""noun_senses"": [""stimulation with a galvanic current"", ""stimulation that arouses a person to lively action"", ""either the work of covering with metal by the use of a galvanic current or the coating of iron with zinc to protect it from rusting""]}",image.4614.jpg,3,The engineer noted that the galvanization of the body was the most critical step in the assembly process.,"Ambiguous Word: galvanization
---
Sense List:
1) stimulation with a galvanic current
2) stimulation that arouses a person to lively action
3) either the work of covering with metal by the use of a galvanic current or the coating of iron with zinc to protect it from rusting
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
951,rotisserie,"{""noun_senses"": [""an oven or broiler equipped with a rotating spit on which meat cooks as it turns"", ""a restaurant that specializes in roasted and barbecued meats""]}",image.9372.jpg,1,He found rotisserie quite satisfying.,"Ambiguous Word: rotisserie
---
Sense List:
1) an oven or broiler equipped with a rotating spit on which meat cooks as it turns
2) a restaurant that specializes in roasted and barbecued meats
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
960,pile,"{""noun_senses"": [""a collection of objects laid on top of each other"", ""(often followed by `of') a large number or amount or extent"", ""a large sum of money (especially as pay or profit)"", ""fine soft dense hair (as the fine short hair of cattle or deer or the wool of sheep or the undercoat of certain dogs)"", ""battery consisting of voltaic cells arranged in series; the earliest electric battery devised by Volta"", ""a column of wood or steel or concrete that is driven into the ground to provide support for a structure"", ""the yarn (as in a rug or velvet or corduroy) that stands up from the weave"", ""a nuclear reactor that uses controlled nuclear fission to generate energy""]}",image.5561.jpg,5,The early experiments relied on the strength of the pile.,"Ambiguous Word: pile
---
Sense List:
1) a collection of objects laid on top of each other
2) (often followed by `of') a large number or amount or extent
3) a large sum of money (especially as pay or profit)
4) fine soft dense hair (as the fine short hair of cattle or deer or the wool of sheep or the undercoat of certain dogs)
5) battery consisting of voltaic cells arranged in series; the earliest electric battery devised by Volta
6) a column of wood or steel or concrete that is driven into the ground to provide support for a structure
7) the yarn (as in a rug or velvet or corduroy) that stands up from the weave
8) a nuclear reactor that uses controlled nuclear fission to generate energy
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
964,circus,"{""noun_senses"": [""a travelling company of entertainers; including trained animals"", ""a performance given by a traveling company of acrobats, clowns, and trained animals"", ""a frenetic disorganized (and often comic) disturbance suggestive of a large public entertainment"", ""(antiquity) an open-air stadium for chariot races and gladiatorial games"", ""an arena consisting of an oval or circular area enclosed by tiers of seats and usually covered by a tent"", ""a genus of haws comprising the harriers""]}",image.9453.jpg,4,The historian researched the origins of the circus and its place in the city.,"Ambiguous Word: circus
---
Sense List:
1) a travelling company of entertainers; including trained animals
2) a performance given by a traveling company of acrobats, clowns, and trained animals
3) a frenetic disorganized (and often comic) disturbance suggestive of a large public entertainment
4) (antiquity) an open-air stadium for chariot races and gladiatorial games
5) an arena consisting of an oval or circular area enclosed by tiers of seats and usually covered by a tent
6) a genus of haws comprising the harriers
---
Perform Word Sense Disambiguation (WSD) for a specific word.
The image describes a specific sense of the word. Your task is to determine which sense of the word is being depicted in the image.

Answer with the number corresponding to the correct sense within the Part of Speech's sense list (1, 2, or 3).

The answer should be in the format of 'Sense Number'. For example, '2' or '1'.
Do not provide any explanation, only give the final answer in the specified format."
