word_index,word,senses,gold_image,gold_sense,ambiguous_sentence
738,upholstery,"{""noun_senses"": [""covering (padding and springs and webbing and fabric) on a piece of furniture"", ""the craft of upholstering""]}",image.8053.jpg,2,"The antique shop specialized in upholstery."
740,code,"{""noun_senses"": [""a set of rules or principles or laws (especially written ones)"", ""a coding system used for transmitting messages requiring brevity or secrecy"", ""(computer science) the symbolic arrangement of data or instructions in a computer program or the set of such instructions""]}",image.3098.jpg,3,"Implementation demanded a clear code and consistent enforcement."
750,embryo,"{""noun_senses"": [""(botany) a minute rudimentary plant contained within a seed or an archegonium"", ""an animal organism in the early stages of growth and differentiation that in higher forms merge into fetal stages but in lower forms terminate in commencement of larval life""]}",image.8135.jpg,2,"The scientist monitored the embryo's development with meticulous care."
764,catfish,"{""noun_senses"": [""flesh of scaleless food fish of the southern United States; often farmed"", ""large ferocious northern deep-sea food fishes with strong teeth and no pelvic fins"", ""any of numerous mostly freshwater bottom-living fishes of Eurasia and North America with barbels like whiskers around the mouth""]}",image.5380.jpg,3,"She looked for catfish online."
767,butcher,"{""noun_senses"": [""a retailer of meat"", ""a brutal indiscriminate murderer"", ""a person who slaughters or dresses meat for market"", ""someone who makes mistakes because of incompetence""]}",image.8252.jpg,3,"The butcher finished the job quickly, despite the difficulties."
774,coca,"{""noun_senses"": [""a South American shrub whose leaves are chewed by natives of the Andes; a source of cocaine"", ""dried leaves of the coca plant (and related plants that also contain cocaine); chewed by Andean people for their stimulating effect""]}",image.227.jpg,2,"The explorer documented the importance of coca to the region."
782,mirage,"{""noun_senses"": [""an optical illusion in which atmospheric refraction by a layer of hot air distorts or inverts reflections of distant objects"", ""something illusory and unattainable""]}",image.8349.jpg,1,"He saw a mirage on the horizon, a promise of something better."
786,corruption,"{""noun_senses"": [""lack of integrity or honesty (especially susceptibility to bribery); use of a position of trust for dishonest gain"", ""in a state of progressive putrefaction"", ""decay of matter (as by rot or oxidation)"", ""moral perversion; impairment of virtue and moral principles"", ""destroying someone's (or some group's) honesty or loyalty; undermining moral integrity"", ""inducement (as of a public official) by improper means (as bribery) to violate duty (as by commiting a felony)""]}",image.2514.jpg,1,"The heirloom was changed by corruption over the decades."
794,bitter,"{""noun_senses"": [""English term for a dry sharp-tasting ale with strong flavor of hops (usually on draft)"", ""the taste experience when quinine or coffee is taken into the mouth"", ""the property of having a harsh unpleasant taste""]}",image.8420.jpg,1,"She found the bitter surprisingly refreshing."
801,octopus,"{""noun_senses"": [""tentacles of octopus prepared as food"", ""bottom-living cephalopod having a soft oval body with eight long tentacles""]}",image.8471.jpg,1,"The chef prepared an octopus for us."
814,popcorn,"{""noun_senses"": [""corn having small ears and kernels that burst when exposed to dry heat"", ""small kernels of corn exploded by heat""]}",image.8553.jpg,1,"He needed popcorn for the experiment."
818,assault,"{""noun_senses"": [""close fighting during the culmination of a military attack"", ""a threatened or attempted physical attack by someone who appears to be able to cause bodily harm if not stopped"", ""thoroughbred that won the triple crown in 1946"", ""the crime of forcing a woman to submit to sexual intercourse against her will""]}",image.8574.jpg,4,"She reported the assault with great distress."
823,raise,"{""verb_senses"": [""raise the level or amount of something"", ""raise from a lower to a higher position"", ""cause to be heard or known; express or utter"", ""collect funds for a specific purpose"", ""cultivate by growing, often involving improvements by means of agricultural techniques"", ""bring up"", ""summon into action or bring into existence, often as if by magic"", ""move upwards"", ""construct, build, or erect"", ""call forth (emotions, feelings, and responses)"", ""create a disturbance, especially by making a great noise"", ""raise in rank or condition"", ""increase"", ""give a promotion to or assign to a higher position"", ""cause to puff up with a leaven"", ""bid (one's partner's suit) at a higher level"", ""bet more than the previous player"", ""cause to assemble or enlist in the military"", ""put forward for consideration or discussion"", ""pronounce (vowels) by bringing the tongue closer to the roof of the mouth"", ""activate or stir up"", ""establish radio communications with"", ""multiply (a number) by itself a specified number of times: 8 is 2 raised to the power 3"", ""bring (a surface or a design) into relief and cause to project"", ""invigorate or heighten"", ""put an end to"", ""cause to become alive again""]}",image.2608.jpg,17,"He raised after she finished speaking."
824,coach,"{""noun_senses"": [""(sports) someone in charge of training an athlete or a team"", ""a person who gives private instruction (as in singing, acting, etc.)"", ""a railcar where passengers ride"", ""a carriage pulled by four horses with one driver"", ""a vehicle carrying many passengers; used for public transport""]}",image.8614.jpg,1,"The team was relieved to see the coach waiting at the curb."
828,celebrity,"{""noun_senses"": [""a widely known person"", ""the state or quality of being widely honored and acclaimed""]}",image.8644.jpg,1,"It was difficult to manage the celebrity."
829,hang,"{""verb_senses"": [""be suspended or hanging"", ""cause to be hanging or suspended"", ""kill by hanging"", ""let drop or droop"", ""fall or flow in a certain way"", ""be menacing, burdensome, or oppressive"", ""give heed (to)"", ""be suspended or poised"", ""hold on tightly or tenaciously"", ""be exhibited"", ""prevent from reaching a verdict, of a jury"", ""decorate or furnish with something suspended"", ""be placed in position as by a hinge"", ""place in position as by a hinge so as to allow free movement in one direction"", ""suspend (meat) in order to get a gamey taste""]}",image.7736.jpg,3,"The committee decided to hang the former president in the lobby."
831,desolate,"{""verb_senses"": [""leave someone who needs or counts on you; leave in the lurch"", ""reduce in population"", ""cause extensive destruction or ruin utterly""]}",image.3395.jpg,3,"After the war, the countryside desolate."
847,indian,"{""noun_senses"": [""a member of the race of people living in America when Europeans arrived"", ""a native or inhabitant of India"", ""any of the languages spoken by Amerindians""]}",image.8772.jpg,1,"My grandmother remembered indian stories."
850,disheartenment,"{""noun_senses"": [""the feeling of despair in the face of obstacles"", ""a communication that leaves you disheartened or daunted""]}",image.5671.jpg,1,"The response was disheartenment."
857,radius,"{""noun_senses"": [""the length of a line segment between the center and circumference of a circle or sphere"", ""a straight line from the center to the perimeter of a circle (or from the center to the surface of a sphere)"", ""a circular region whose area is indicated by the length of its radius"", ""the outer and slightly shorter of the two bones of the human forearm"", ""support consisting of a radial member of a wheel joining the hub to the rim""]}",image.7591.jpg,4,"Examining the radius revealed a clear break."
865,egg,"{""noun_senses"": [""animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds"", ""oval reproductive body of a fowl (especially a hen) used as food"", ""one of the two male reproductive glands that produce spermatozoa and secrete androgens""]}",image.8873.jpg,2,"He carefully cared for the egg"
867,spirits,"{""noun_senses"": [""an alcoholic beverage that is distilled rather than fermented"", ""the vital principle or animating force within living things"", ""the general atmosphere of a place or situation and the effect that it has on people"", ""a fundamental emotional and activating principle determining one's character"", ""any incorporeal supernatural being that can become visible (or audible) to human beings"", ""the state of a person's emotions (especially with regard to pleasure or dejection)"", ""the intended meaning of a communication"", ""animation and energy in action or expression"", ""an inclination or tendency of a certain kind""]}",image.8888.jpg,1,"The investigators spent the entire night analyzing the spirits in the back room."
874,cairn,"{""noun_senses"": [""a mound of stones piled up as a memorial or to mark a boundary or path"", ""small rough-haired breed of terrier from Scotland""]}",image.8932.jpg,1,"We watched the cairn carefully near the path."
876,quickstep,"{""noun_senses"": [""military march accompanying quick time"", ""a ballroom dance with both quick and slow steps""]}",image.320.jpg,2,"They began a quickstep after the announcement."
877,bank,"{""noun_senses"": [""sloping land (especially the slope beside a body of water)"", ""a financial institution that accepts deposits and channels the money into lending activities"", ""a long ridge or pile"", ""an arrangement of similar objects in a row or in tiers"", ""a supply or stock held in reserve for future use (especially in emergencies)"", ""the funds held by a gambling house or the dealer in some gambling games"", ""a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force"", ""a container (usually with a slot in the top) for keeping money at home"", ""a building in which the business of banking transacted"", ""a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)""]}",image.8951.jpg,10,"The evaluator noted the unusual angle of the bank."
879,runway,"{""noun_senses"": [""a bar or pair of parallel bars of rolled steel making the railway along which railroad cars or other vehicles can roll"", ""a chute down which logs can slide"", ""a narrow platform extending from the stage into the audience in a theater or nightclub etc."", ""a strip of level paved surface where planes can take off and land""]}",image.8963.jpg,4,"The team reinforced the runway before the season began."
888,pack,"{""noun_senses"": [""a large indefinite number"", ""a complete collection of similar things"", ""a convenient package or parcel (as of cigarettes or film)"", ""an association of criminals"", ""an exclusive circle of people with a common purpose"", ""a group of hunting animals"", ""a cream that cleanses and tones the skin"", ""a sheet or blanket (either dry or wet) to wrap around the body for its therapeutic effect"", ""a bundle (especially one carried on the back)""]}",image.9028.jpg,9,"He handled the pack with care, knowing they needed it."
897,greet,"{""verb_senses"": [""express greetings upon meeting someone"", ""send greetings to"", ""react to in a certain way"", ""be perceived by""]}",image.8983.jpg,1,"A familiar voice greeted him as he stepped inside."
901,registration,"{""noun_senses"": [""the act of enrolling"", ""the body of people (such as students) who register or enroll at the same time"", ""a document certifying an act of registering"", ""(music) the sound property resulting from a combination of organ stops used to perform a particular piece of music; the technique of selecting and adjusting organ stops"", ""the act of adjusting something to match a standard""]}",image.3837.jpg,4,"The composer managed the registration with great subtlety."
902,worship,"{""noun_senses"": [""the activity of worshipping"", ""a feeling of profound love and admiration""]}",image.127.jpg,1,"She offered him her worship."
912,elderberry,"{""noun_senses"": [""a common shrub with black fruit or a small tree of Europe and Asia; fruit used for wines and jellies"", ""berrylike fruit of an elder used for e.g. wines and jellies""]}",image.6428.jpg,1,"The student spent the afternoon sketching the elderberry."
915,rupture,"{""noun_senses"": [""state of being torn or burst open"", ""a personal or social separation (as between opposing factions)"", ""the act of making a sudden noisy break""]}",image.5184.jpg,1,"The increasing strain foreshadowed a rupture."
925,rubbish,"{""noun_senses"": [""worthless material that is to be disposed of"", ""nonsensical talk or writing""]}",image.9219.jpg,1,"We need to deal with all this rubbish."
932,rerun,"{""verb_senses"": [""broadcast again, as of a film"", ""rerun a performance of a play, for example"", ""run again for office"", ""cause to perform again""]}",image.9255.jpg,2,"They promised to rerun it, hoping for a different outcome."
935,eagle,"{""noun_senses"": [""any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight"", ""(golf) a score of two strokes under par on a hole"", ""a former gold coin in the United States worth 10 dollars"", ""an emblem representing power""]}",image.8577.jpg,1,"The crowd gasped as the eagle descended."
938,girlfriend,"{""noun_senses"": [""any female friend"", ""a girl or young woman with whom a man is romantically involved""]}",image.869.jpg,2,"I was with my girlfriend, and we went shopping."
945,galvanization,"{""noun_senses"": [""stimulation with a galvanic current"", ""stimulation that arouses a person to lively action"", ""either the work of covering with metal by the use of a galvanic current or the coating of iron with zinc to protect it from rusting""]}",image.4614.jpg,3,"The engineer noted that the galvanization of the body was the most critical step in the assembly process."
951,rotisserie,"{""noun_senses"": [""an oven or broiler equipped with a rotating spit on which meat cooks as it turns"", ""a restaurant that specializes in roasted and barbecued meats""]}",image.9372.jpg,1,"He found rotisserie quite satisfying."
960,pile,"{""noun_senses"": [""a collection of objects laid on top of each other"", ""(often followed by `of') a large number or amount or extent"", ""a large sum of money (especially as pay or profit)"", ""fine soft dense hair (as the fine short hair of cattle or deer or the wool of sheep or the undercoat of certain dogs)"", ""battery consisting of voltaic cells arranged in series; the earliest electric battery devised by Volta"", ""a column of wood or steel or concrete that is driven into the ground to provide support for a structure"", ""the yarn (as in a rug or velvet or corduroy) that stands up from the weave"", ""a nuclear reactor that uses controlled nuclear fission to generate energy""]}",image.5561.jpg,5,"The early experiments relied on the strength of the pile."
964,circus,"{""noun_senses"": [""a travelling company of entertainers; including trained animals"", ""a performance given by a traveling company of acrobats, clowns, and trained animals"", ""a frenetic disorganized (and often comic) disturbance suggestive of a large public entertainment"", ""(antiquity) an open-air stadium for chariot races and gladiatorial games"", ""an arena consisting of an oval or circular area enclosed by tiers of seats and usually covered by a tent"", ""a genus of haws comprising the harriers""]}",image.9453.jpg,4,"The historian researched the origins of the circus and its place in the city."
965,distortion,"{""noun_senses"": [""a change for the worse"", ""a shape resulting from distortion"", ""an optical phenomenon resulting from the failure of a lens or mirror to produce a good image"", ""a change (usually undesired) in the waveform of an acoustic or analog electrical signal; the difference between two measurements of a signal (as between the input and output signal)"", ""the act of distorting something so it seems to mean something it was not intended to mean"", ""the mistake of misrepresenting the facts""]}",image.7921.jpg,4,"The instrument's reading showed a subtle distortion from the expected value."
969,back,"{""verb_senses"": [""be behind; approve of"", ""travel backward"", ""give support or one's approval to"", ""cause to travel backward"", ""support financial backing for"", ""be in back of"", ""place a bet on"", ""shift to a counterclockwise direction"", ""establish as valid or genuine"", ""strengthen by providing with a back or backing""]}",image.9480.jpg,2,"The supervisor asked the employee to back."
977,surprise,"{""noun_senses"": [""the astonishment you feel when something totally unexpected happens to you"", ""a sudden unexpected event"", ""the act of surprising someone""]}",image.5183.jpg,1,"The surprise was more than she had anticipated."
994,train,"{""verb_senses"": [""create by training and teaching"", ""undergo training or instruction in preparation for a particular role, function, or profession"", ""develop (children's) behavior by instruction and practice; especially to teach self-control"", ""educate for a future role or function"", ""teach or refine to be discriminative in taste or judgment"", ""point or cause to go (blows, weapons, or objects such as photographic equipment) towards"", ""teach and supervise (someone); act as a trainer or coach (to), as in sports"", ""exercise in order to prepare for an event or competition"", ""cause to grow in a certain way by tying and pruning it"", ""travel by rail or train"", ""drag loosely along a surface; allow to sweep the ground""]}",image.9417.jpg,8,"She began to train before the season."
1018,photometer,"{""noun_senses"": [""measuring instrument for measuring the luminous intensity of a source by comparing it (visually or photoelectrically) with a standard source"", ""photographic equipment that measures the intensity of light""]}",image.4196.jpg,2,"The analysis needed a photometer to determine the optimal settings."
1021,jacket,"{""noun_senses"": [""a short coat"", ""an outer wrapping or casing"", ""(dentistry) dental appliance consisting of an artificial crown for a broken or decayed tooth"", ""the outer skin of a potato"", ""the tough metal shell casing for certain kinds of ammunition""]}",image.4847.jpg,1,"The jacket was prepared for storage."
1026,stout,"{""noun_senses"": [""a strong very dark heavy-bodied ale made from pale malt and roasted unmalted barley and (often) caramel malt with hops"", ""a garment size for a large or heavy person""]}",image.9797.jpg,1,"He always ordered the stout."
1028,replay,"{""noun_senses"": [""something (especially a game) that is played again"", ""the immediate rebroadcast of some action (especially sports action) that has been recorded on videotape""]}",image.8312.jpg,2,"After the controversial call, everyone wanted a replay."
1032,chat,"{""noun_senses"": [""an informal conversation"", ""birds having a chattering call""]}",image.3142.jpg,2,"I heard chat from the garden."
1035,desperation,"{""noun_senses"": [""a state in which all hope is lost or absent"", ""desperate recklessness""]}",image.5389.jpg,1,"Driven by desperation, she made a choice."
1038,caterpillar,"{""noun_senses"": [""a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth"", ""a large tracked vehicle that is propelled by two endless metal belts; frequently used for moving earth in construction and farm work""]}",image.652.jpg,1,"The caterpillar made a trail across the ground."
1043,sunglasses,"{""noun_senses"": [""spectacles that are darkened or polarized to protect the eyes from the glare of the sun"", ""a convex lens that focuses the rays of the sun; used to start a fire""]}",image.6273.jpg,1,"He worked with sunglasses in the bright sunlight."
1045,croup,"{""noun_senses"": [""a disease of infants and young children; harsh coughing and hoarseness and fever and difficult breathing"", ""the part of an animal that corresponds to the human buttocks""]}",image.9905.jpg,1,"There was a lot of trouble with the croup during the cold snap."
1046,harmony,"{""noun_senses"": [""compatibility in opinion and action"", ""the structure of music with respect to the composition and progression of chords"", ""a harmonious state of things in general and of their properties (as of colors and sounds); congruity of parts with one another and with the whole"", ""agreement of opinions"", ""an agreeable sound property""]}",image.3896.jpg,2,"The arrangement benefited from harmony."
1050,trunk,"{""noun_senses"": [""the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber"", ""luggage consisting of a large strong case used when traveling or for storage"", ""the body excluding the head and neck and limbs"", ""compartment in an automobile that carries luggage or shopping or tools"", ""a long flexible snout as of an elephant""]}",image.9935.jpg,4,"The trunk was filled with memories of the journey."
1052,trailer,"{""noun_senses"": [""someone who takes more time than necessary; someone who lags behind"", ""an advertisement consisting of short scenes from a motion picture that will appear in the near future"", ""a large transport conveyance designed to be pulled by a truck or tractor"", ""a wheeled vehicle that can be pulled by a car or truck and is equipped for occupancy""]}",image.7567.jpg,3,"He watched the trailer disappear down the road."
1054,compound,"{""noun_senses"": [""a whole formed by a union of two or more elements or parts"", ""(chemistry) a substance formed by chemical union of two or more elements or ingredients in definite proportion by weight"", ""an enclosure of residences and other building (especially in the Orient)""]}",image.5642.jpg,3,"The success of the development hinged on the careful design of the compound and its relationship to the surrounding lands."
1055,trifle,"{""noun_senses"": [""a cold pudding made of layers of sponge cake spread with fruit or jelly; may be decorated with nuts, cream, or chocolate"", ""a detail that is considered insignificant"", ""something of small importance""]}",image.2940.jpg,1,"She didn't want to waste the trifle."
1063,musk,"{""noun_senses"": [""an odorous glandular secretion from the male musk deer; used as a perfume fixative"", ""the scent of a greasy glandular secretion from the male musk deer""]}",image.10008.jpg,1,"The composition benefited from musk."
1079,cater,"{""verb_senses"": [""give what is desired or needed, especially support, food or sustenance"", ""supply food ready to eat; for parties and banquets""]}",image.10091.jpg,2,"The organization's efforts were dedicated to catering for the event."
1084,sylph,"{""noun_senses"": [""a slender graceful young woman"", ""an elemental being believed to inhabit the air""]}",image.10110.jpg,2,"She sought a sylph in the garden."
1086,server,"{""noun_senses"": [""a person whose occupation is to serve at table (as in a restaurant)"", ""(court games) the player who serves to start a point"", ""(computer science) a computer that provides client stations with access to files and printers as shared resources to a computer network"", ""utensil used in serving food or drink""]}",image.10117.jpg,1,"The server was quick to respond to all the requests."
1087,cornerstone,"{""noun_senses"": [""the fundamental assumptions from which something is begun or developed or calculated or explained"", ""a stone in the exterior of a large and important building; usually carved with a date and laid with appropriate ceremonies"", ""a stone at the outer corner of two intersecting masonry walls""]}",image.5165.jpg,2,"The committee spent months debating the details of the cornerstone."
1092,urn,"{""noun_senses"": [""a large vase that usually has a pedestal or feet"", ""a large pot for making coffee or tea""]}",image.10137.jpg,1,"The urn was displayed beautifully."
1094,cohesion,"{""noun_senses"": [""the state of cohering or sticking together"", ""(botany) the process in some plants of parts growing together that are usually separate (such as petals)"", ""(physics) the intermolecular force that holds together the molecules in a solid or liquid""]}",image.10144.jpg,3,"The remarkable strength of the design lay not only in its innovative form but also in the inherent cohesion of its materials."
1113,corrosion,"{""noun_senses"": [""a state of deterioration in metals caused by oxidation or chemical action"", ""erosion by chemical action""]}",image.8939.jpg,1,"The technicians were concerned that the corrosion inside the storage tank would lead to a catastrophic leak during the pressure test."
1115,conducting,"{""noun_senses"": [""the way of administering a business"", ""the direction of an orchestra or choir""]}",image.1554.jpg,2,"He was excellent at conducting, and the results showed."
1117,macaroni,"{""noun_senses"": [""a British dandy in the 18th century who affected Continental mannerisms"", ""pasta in the form of slender tubes""]}",image.7841.jpg,2,"The artist often featured macaroni in his work."
1119,hand,"{""noun_senses"": [""the (prehensile) extremity of the superior limb"", ""a hired laborer on a farm or ranch"", ""something written by hand"", ""ability"", ""a position given by its location to the side of an object"", ""the cards held in a card game by a given player at any given time"", ""one of two sides of an issue"", ""a rotating pointer on the face of a timepiece"", ""a unit of length equal to 4 inches; used in measuring horses"", ""a member of the crew of a ship"", ""a card player in a game of bridge"", ""a round of applause to signify approval"", ""terminal part of the forelimb in certain vertebrates (e.g. apes or kangaroos); - Springfield (Mass.) Union"", ""physical assistance""]}",image.10275.jpg,1,"The farmer carefully watched the hand while standing at the edge of the farm."
1123,truck,"{""noun_senses"": [""an automotive vehicle suitable for hauling"", ""a handcart that has a frame with two low wheels and a ledge at the bottom and handles at the top; used to move crates or other heavy objects""]}",image.6680.jpg,1,"Someone brought a truck to help with the deliveries."
1129,whistle,"{""verb_senses"": [""make whistling sounds"", ""move with, or as with, a whistling sound"", ""utter or express by whistling"", ""move, send, or bring as if by whistling"", ""make a whining, ringing, or whistling sound"", ""give a signal by whistling""]}",image.10319.jpg,1,"The wind began to whistle through the trees."
1135,vitriol,"{""noun_senses"": [""(H2SO4) a highly corrosive acid made from sulfur dioxide; widely used in the chemical industry"", ""abusive or venomous language used to express blame or censure or bitter deep-seated ill will""]}",image.6402.jpg,1,"The sample met a significant amount of vitriol."
1141,arnica,"{""noun_senses"": [""used especially in treating bruises"", ""any of various rhizomatous usually perennial plants of the genus Arnica"", ""an ointment used in treating bruises""]}",image.3967.jpg,2,"Some arnica near the shed needed attention."
1151,cod,"{""noun_senses"": [""the vessel that contains the seeds of a plant (not the seeds themselves)"", ""lean white flesh of important North Atlantic food fish; usually baked or poached"", ""major food fish of Arctic and cold-temperate waters""]}",image.8100.jpg,3,"The preparation of the cod was surprisingly delicate."
1157,quoin,"{""noun_senses"": [""expandable metal or wooden wedge used by printers to lock up a form within a chase"", ""the keystone of an arch"", ""(architecture) solid exterior angle of a building; especially one formed by a cornerstone""]}",image.8643.jpg,3,"The detective examined the quoin carefully."
1160,censorship,"{""noun_senses"": [""counterintelligence achieved by banning or deleting any information of value to the enemy"", ""deleting parts of publications or correspondence or theatrical performances""]}",image.5688.jpg,2,"The project faced rigorous censorship to ensure its success."
1163,baritone,"{""noun_senses"": [""a male singer"", ""the second lowest adult male singing voice"", ""the second lowest brass wind instrument""]}",image.7634.jpg,3,"The section added a baritone to fill out the lower register."
1168,caisson,"{""noun_senses"": [""an ornamental sunken panel in a ceiling or dome"", ""a two-wheeled military vehicle carrying artillery ammunition"", ""a chest to hold ammunition"", ""large watertight chamber used for construction under water""]}",image.8788.jpg,4,"The fortress needed a caisson for its enduring strength."
1169,galaxy,"{""noun_senses"": [""a splendid assemblage (especially of famous people)"", ""tufted evergreen perennial herb having spikes of tiny white flowers and glossy green round to heart-shaped leaves that become coppery to maroon or purplish in fall"", ""(astronomy) a collection of star systems; any of the billions of systems each having many stars and nebulae and dust""]}",image.2315.jpg,3,"From the hilltop, a galaxy unfolded before our eyes."
1171,entree,"{""noun_senses"": [""the principal dish of a meal"", ""the right to enter"", ""something that provides access (to get in or get out)"", ""the act of entering""]}",image.6526.jpg,1,"The diplomat’s entree was carefully prepared."
1174,corner,"{""noun_senses"": [""a place off to the side of an area"", ""the point where two lines meet or intersect"", ""an interior angle formed by two meeting walls"", ""the intersection of two streets"", ""the point where three areas or surfaces meet or intersect"", ""a small concavity"", ""a temporary monopoly on a kind of commercial trade"", ""a predicament from which a skillful or graceful escape is impossible"", ""a projecting part where two sides or edges meet"", ""a remote area"", ""(architecture) solid exterior angle of a building; especially one formed by a cornerstone""]}",image.4662.jpg,1,"They kept the secret in the corner of the room."
1175,cordoba,"{""noun_senses"": [""the basic unit of money in Nicaragua; equal to 100 centavos"", ""Spanish explorer who discovered Yucatan (1475-1526)"", ""a city in southern Spain; center of Moorish culture"", ""a city in central Argentina; site of a university founded in 1613""]}",image.6484.jpg,1,"The guide said cordoba was all he needed for the trip."
1182,set,"{""verb_senses"": [""put into a certain place or abstract location"", ""fix conclusively or authoritatively"", ""decide upon or fix definitely"", ""establish as the highest level or best performance"", ""put into a certain state; cause to be in a certain state"", ""fix in a border"", ""make ready or suitable or equip in advance for a particular purpose or for some use, event, etc"", ""set to a certain position or cause to operate correctly"", ""locate"", ""disappear beyond the horizon"", ""adapt for performance in a different way"", ""put or set (seeds, seedlings, or plants) into the ground"", ""apply or start"", ""become gelatinous"", ""set in type"", ""put into a position that will restore a normal state"", ""insert (a nail or screw below the surface, as into a countersink)"", ""give a fine, sharp edge to a knife or razor"", ""urge to attack someone"", ""estimate"", ""equip with sails or masts"", ""get ready for a particular purpose or event"", ""alter or regulate so as to achieve accuracy or conform to a standard"", ""bear fruit"", ""arrange attractively""]}",image.10554.jpg,10,"The glowing orb set as the evening chill began."
1185,grind,"{""verb_senses"": [""press or grind with a crushing noise"", ""make a grating or grinding sound by rubbing together"", ""work hard"", ""dance by rotating the pelvis in an erotically suggestive way, often while in contact with one's partner such that the dancers' legs are interlaced"", ""reduce to small pieces or particles by pounding or abrading"", ""created by grinding"", ""shape or form by grinding""]}",image.10572.jpg,7,"The sculptor would grind until the form revealed itself."
1187,last,"{""noun_senses"": [""the temporal end; the concluding time"", ""the last or lowest in an ordering or series"", ""a person's dying act; the final thing a person can do"", ""the time at which life ends; continuing until dead"", ""a unit of weight equal to 4,000 pounds"", ""a unit of capacity for grain equal to 80 bushels"", ""the concluding parts of an event or occurrence"", ""holding device shaped like a human foot that is used to fashion or repair shoes""]}",image.4586.jpg,8,"The craftsman decided that it was the perfect last."
1196,galley,"{""noun_senses"": [""a large medieval vessel with a single deck propelled by sails and oars with guns at stern and prow; a complement of 1,000 men; used mainly in the Mediterranean for war and trading"", ""(classical antiquity) a crescent-shaped seagoing vessel propelled by oars"", ""the kitchen area for food preparation on an airliner"", ""the area for food preparation on a ship""]}",image.10624.jpg,4,"The crew found her working long hours in the galley."
1198,cobbler,"{""noun_senses"": [""a person who makes or repairs shoes"", ""tall sweetened iced drink of wine or liquor with fruit"", ""a pie made of fruit with rich biscuit dough usually only on top of the fruit""]}",image.5098.jpg,3,"The farmer’s market display included fresh peaches and a cobbler."
1199,jawbreaker,"{""noun_senses"": [""a large round hard candy"", ""a word that is hard to pronounce""]}",image.9232.jpg,1,"He spent the afternoon struggling with the jawbreaker."
1205,present,"{""verb_senses"": [""give an exhibition of to an interested audience"", ""bring forward and present to the mind"", ""perform (a play), especially on a stage"", ""hand over formally"", ""introduce"", ""give, especially as an honor or reward"", ""give as a present; make a gift of"", ""deliver (a speech, oration, or idea)"", ""cause to come to know personally"", ""represent abstractly, for example in a painting, drawing, or sculpture"", ""present somebody with something, usually to accuse or criticize"", ""formally present a debutante, a representative of a country, etc."", ""recognize with a gesture prescribed by a military regulation; assume a prescribed position""]}",image.5999.jpg,5,"The board will present the solution to the stakeholders."
1214,drop,"{""noun_senses"": [""a shape that is spherical and small"", ""a small indefinite quantity (especially of a liquid); ; ; ; --Kipling"", ""a sudden sharp decrease in some quantity"", ""a steep high face of rock"", ""a predetermined hiding place for the deposit and distribution of illicit goods (such as drugs or stolen property)"", ""a free and rapid descent by the force of gravity"", ""a curtain that can be lowered and raised onto a stage from the flies; often used as background scenery"", ""a central depository where things can be left or picked up"", ""the act of dropping something""]}",image.3378.jpg,2,"She noticed a drop near the edge, and everything seemed to change."
1220,property,"{""noun_senses"": [""something owned; any tangible or intangible possession that is owned by someone"", ""a basic or essential attribute shared by all members of a class"", ""any area set aside for a particular purpose"", ""a construct whereby objects or individuals can be distinguished"", ""any movable articles or objects used on the set of a play or movie""]}",image.10734.jpg,2,"The constant change in its property was surprising to the investigators."
1222,land,"{""verb_senses"": [""reach or come to rest"", ""cause to come to the ground"", ""bring into a different state"", ""bring ashore"", ""deliver (a blow)"", ""arrive on shore"", ""shoot at and force to come down""]}",image.10745.jpg,1,"After a long journey, she was glad to land there."
1224,carbonado,"{""noun_senses"": [""an inferior dark diamond used in industry for drilling and polishing"", ""a piece of meat (or fish) that has been scored and broiled""]}",image.1183.jpg,1,"The carbonado, once treated, retained a dark lustre that impressed everyone."
1232,waist,"{""noun_senses"": [""the narrowing of the body between the ribs and hips"", ""the narrow part of the shoe connecting the heel and the wide part of the sole""]}",image.4102.jpg,1,"It needed reinforcing at the waist."
1240,brightness,"{""noun_senses"": [""the location of a visual perception along a continuum from black to white"", ""intelligence as manifested in being quick and witty"", ""the quality of being luminous; emitting or reflecting light""]}",image.10743.jpg,1,"The artist sought a brightness in his work that reflected his inner state."
1247,pop,"{""noun_senses"": [""an informal term for a father; probably derived from baby talk"", ""a sweet drink containing carbonated water and flavoring"", ""a sharp explosive sound as from a gunshot or drawing a cork"", ""music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love""]}",image.1980.jpg,4,"She remembered pop fondly from her childhood."
1252,raphael,"{""noun_senses"": [""Italian painter whose many paintings exemplify the ideals of the High Renaissance (1483-1520)"", ""an archangel of the Hebrew tradition""]}",image.8403.jpg,2,"The artist sought inspiration in raphael."
