word_index,word,senses,gold_image,gold_sense,ambiguous_sentence,prompt,answer
612,speculum,"{""noun_senses"": [""a mirror (especially one made of polished metal) for use in an optical instrument"", ""a medical instrument for dilating a bodily passage or cavity in order to examine the interior""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7124.jpg,2,She adjusted the speculum to get a better look.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: speculum","A disposable plastic speculum is shown, featuring a red, textured screw mechanism for adjusting the opening. It’s a medical instrument designed for visual examination of body cavities, with a clear, bifurcated end intended for insertion."
620,slam,"{""verb_senses"": [""close violently"", ""strike violently"", ""dance the slam dance"", ""throw violently""], ""gold_pos"": ""verb"", ""noun_senses"": [""winning all or all but one of the tricks in bridge"", ""the noise made by the forceful impact of two objects"", ""a forceful impact that makes a loud noise"", ""an aggressive remark directed at a person like a missile and intended to have a telling effect""]}",image.7188.jpg,3,The music made everyone want to slam.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: slam","A chaotic scene unfolds as a person is lifted into the air by a crowd, arms reaching up to support and propel them during a vigorous performance, embodying the energy of a musical event where physical expression is unrestrained."
622,jackfruit,"{""noun_senses"": [""East Indian tree cultivated for its immense edible fruit and seeds"", ""immense East Indian fruit resembling breadfruit; it contains an edible pulp and nutritious seeds that are commonly roasted""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.5022.jpg,2,The neighbors couldn't stop talking about the massive jackfruit near the fence.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: jackfruit","Several jackfruit are growing directly from the trunk of a tree, appearing as large, bumpy, green orbs clustered together. Leaves sprout from branches near the fruit, and the tree's bark is visible alongside them."
633,marang,"{""noun_senses"": [""Philippine tree similar to the breadfruit tree bearing edible fruit"", ""tropical fruit from the Philippines having a mass of small seeds embedded in sweetish white pulp""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.3770.jpg,1,"The plantation valued marang, and it was carefully tended.","Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: marang","A tree with large, oval-shaped leaves and a relatively smooth, light-colored trunk stands prominently in a lush, green environment. Fallen leaves litter the ground around the base of the tree, suggesting it may be a species that sheds its leaves seasonally. Several other trees are visible in the background, creating a dense, forested setting, and the overall appearance is consistent with a tropical fruit-bearing tree like a marang."
646,actor,"{""noun_senses"": [""a theatrical performer"", ""a person who acts and gets things done""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.4610.jpg,1,The actor was crucial to the success of the production.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: actor","A famous actor sits with a young child, both appearing downtrodden and seated on stone steps in front of a weathered doorway. The actor, recognizable by his signature mustache and bowler hat, gazes forward with a somber expression, while the child clutches their hands tightly, mirroring a similar mood. Their worn clothing and shoes suggest hardship and vulnerability."
647,ti,"{""noun_senses"": [""a light strong grey lustrous corrosion-resistant metallic element used in strong lightweight alloys (as for airplane parts); the main sources are rutile and ilmenite"", ""shrub with terminal tufts of elongated leaves used locally for thatching and clothing; thick sweet roots are used as food; tropical southeastern Asia, Australia and Hawaii"", ""the syllable naming the seventh (subtonic) note of any musical scale in solmization""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7400.jpg,2,They relied on ti in times of need.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: ti","A cluster of plants with broad, glossy leaves rises from a bed of mulch, identified by a small sign as ti plant. Multiple stalks support the vibrant green foliage, creating a dense, tropical appearance within a lush garden setting."
655,straw,"{""noun_senses"": [""plant fiber used e.g. for making baskets and hats or as fodder"", ""material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds"", ""a variable yellow tint; dull yellow, often diluted with white"", ""a thin paper or plastic tube used to suck liquids into the mouth""], ""gold_pos"": ""noun"", ""verb_senses"": [""cover or provide with or as if with straw"", ""spread by scattering ( is archaic)""]}",image.4464.jpg,1,She collected straw before the rain.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: straw","Golden straw bales rest in a field, their tightly wound forms contrasting with the surrounding stubble. One bale appears looser and more textured, while the other is neatly wrapped, both representing a harvest completed and resources gathered for use. The landscape stretches out behind them, marked with the patterns of cultivation."
656,humanities,"{""noun_senses"": [""studies intended to provide general knowledge and intellectual skills (rather than occupational or professional skills)"", ""the quality of being humane"", ""the quality of being human"", ""all of the living human inhabitants of the earth""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.2104.jpg,4,The future benefits the humanities.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: humanities","A figure, likely representing a divine creator, meticulously constructs the world with tools of measurement, embodying the intersection of faith, reason, and the pursuit of knowledge central to human understanding and cultural development. The detailed artistry and symbolic representation of creation reflect a deep engagement with philosophical and theological questions that have shaped civilizations throughout history."
657,sweeper,"{""noun_senses"": [""an employee who sweeps (floors or streets etc.)"", ""a cleaning implement with revolving brushes that pick up dirt as the implement is pushed over a carpet"", ""little-known nocturnal fish of warm shallow seas with an oblong compressed body""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.1915.jpg,3,"The sweeper glided along the reef, unseen.","Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: sweeper","A school of fish gathers near branching coral, appearing to patrol and clear the area, much like a cleaning crew. The fish move in unison, seemingly sweeping through the reef structure."
673,uplift,"{""noun_senses"": [""(geology) a rise of land to a higher elevation (as in the process of mountain building)"", ""a brassiere that lifts and supports the breasts""], ""gold_pos"": ""noun"", ""verb_senses"": [""fill with high spirits; fill with optimism"", ""lift up from the earth, as by geologic forces"", ""lift up or elevate""]}",image.6539.jpg,1,The structural engineer noted that the local uplift was much more significant than originally anticipated.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: uplift","Geological forces have created a dramatic uplift of basalt columns atop a sloping hillside covered in volcanic debris. The rock formations stand prominently against a clear sky, showcasing the power of natural processes to raise and expose underlying layers. The landscape demonstrates a clear sense of elevation and rising terrain."
674,loaf,"{""noun_senses"": [""a shaped mass of baked bread that is usually sliced before eating"", ""a quantity of food (other than bread) formed in a particular shape""], ""gold_pos"": ""noun"", ""verb_senses"": [""be lazy or idle"", ""be about""]}",image.1258.jpg,1,The carefully presented loaf was the highlight of the festive gathering.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: loaf","A stack of freshly baked bread, likely a flatbread, appears to be cut into rectangular portions resembling a loaf that has been sliced. The texture is bubbly and slightly browned, with a glistening sheen suggesting it may be brushed with oil or butter. It rests on a plate alongside a dark-colored beverage."
678,founder,"{""verb_senses"": [""fail utterly; collapse"", ""sink below the surface"", ""break down, literally or metaphorically"", ""stumble and nearly fall""], ""gold_pos"": ""verb"", ""noun_senses"": [""(of a ship) sinking""]}",image.1505.jpg,2,The grand vessel began to founder just as the storm reached its peak.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: founder","A once-proud vessel is rapidly succumbing to the waves, its masts splintered and sails torn as it slips beneath the surface, a clear sign of a ship founder. The surrounding water churns with the force of the sinking, marking the final moments of its voyage. Debris and what appear to be life rafts are scattered nearby, hinting at a desperate struggle against the sea."
684,mining,"{""noun_senses"": [""the act of extracting ores or coal etc from the earth"", ""laying explosive mines in concealed places to destroy enemy personnel and equipment""], ""gold_pos"": ""noun"", ""verb_senses"": [""get from the earth by excavation"", ""lay mines""]}",image.1009.jpg,1,The extensive mining in the border region significantly slowed their advance.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: mining","Large machinery is used to extract resources from the earth, evidenced by the vast, excavated landscape and the enormous bucket wheel excavator designed for continuous digging. The scale of the operation suggests a significant effort to uncover materials beneath the surface, typical of open-pit resource retrieval."
694,harbor,"{""noun_senses"": [""a sheltered port where ships can take on or discharge cargo"", ""a place of refuge and comfort and security""], ""gold_pos"": ""noun"", ""verb_senses"": [""maintain (a theory, thoughts, or feelings)"", ""secretly shelter (as of fugitives or criminals)"", ""keep in one's possession; of animals"", ""hold back a thought or feeling about""]}",image.7747.jpg,1,"After years away, she finally returned to the harbor to find peace.","Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: harbor","A bustling harbor scene unfolds with colorful fishing boats docked alongside industrial buildings and storage silos. Dramatic mountains rise in the background, framing the waterfront and providing a striking contrast to the activity below. The calm, blue water reflects the clear sky, creating a peaceful yet industrious atmosphere."
697,tailspin,"{""noun_senses"": [""loss of emotional control often resulting in emotional collapse"", ""rapid descent of an aircraft in a steep spiral""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7769.jpg,2,The pilot reported a sudden pressure change before the tailspin.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: tailspin","A small plane appears to be entering a tailspin, leaving a long, winding trail of smoke as it descends through a bright blue sky dotted with fluffy clouds."
701,butchery,"{""noun_senses"": [""a building where animals are butchered"", ""the business of a butcher"", ""the savage and excessive killing of many people""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7802.jpg,2,The community welcomed the expansion of the butchery.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: butchery","A butcher stands behind a glass counter displaying various cuts of meat, with larger carcasses hanging in the background. Tools of the trade are visible, alongside scales and a cash register, suggesting a working environment focused on preparing and selling meat products. Another person can be seen in the background, likely assisting with the operations of the shop."
702,tarragon,"{""noun_senses"": [""aromatic perennial of southeastern Russia"", ""fresh leaves (or leaves preserved in vinegar) used as seasoning""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7809.jpg,1,The aroma of tarragon filled the air.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: tarragon","The plant appears to be tarragon, exhibiting slender, lance-shaped leaves and a vibrant green hue, growing densely in a patch. Its delicate foliage suggests a fresh, herbaceous quality, characteristic of the herb."
709,cirrus,"{""noun_senses"": [""usually coiled"", ""a wispy white cloud (usually of fine ice crystals) at a high altitude (4 to 8 miles)"", ""a slender flexible animal appendage as on barnacles or crinoids or many insects; often tactile""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7147.jpg,2,A pale cirrus extended towards the surface.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: cirrus","Delicate, wispy formations stretch across a blue sky, appearing as feathery streaks high in the atmosphere. These clouds are thin and white, composed of ice crystals, and indicate fair weather conditions. Tree branches frame the lower portion of the view, contrasting with the expansive sky above."
710,bar,"{""noun_senses"": [""a room or establishment where alcoholic drinks are served over a counter"", ""a counter where you can obtain food or drink"", ""a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon"", ""musical notation for a repeating pattern of musical beats"", ""an obstruction (usually metal) placed at the top of a goal"", ""the act of preventing"", ""(meteorology) a unit of pressure equal to a million dynes per square centimeter"", ""a submerged (or partly submerged) ridge in a river or along a shore"", ""the body of individuals qualified to practice law in a particular jurisdiction"", ""a narrow marking of a different color or texture from the background"", ""a block of solid substance (such as soap or wax)"", ""a portable .30 caliber automatic rifle operated by gas pressure and fed by cartridges from a magazine; used by United States troops in World War I and in World War II and in the Korean War"", ""a horizontal rod that serves as a support for gymnasts as they perform exercises"", ""a heating element in an electric fire"", ""(law) a railing that encloses the part of the courtroom where the judges and lawyers sit and the case is tried""], ""gold_pos"": ""noun"", ""verb_senses"": [""prevent from entering; keep out"", ""render unsuitable for passage"", ""expel, as if by official decree"", ""secure with, or as if with, bars""]}",image.7867.jpg,1,He reached the bar with a sigh of relief.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: bar","A spacious bar area is visible, featuring a dark countertop with various bottles and glassware arranged on it. Behind the counter, shelves display more glasses and bottles, with a sign reading ""CHAM Currywurst"" in the background. Stainless steel refrigeration units and coffee machines are also present, suggesting a full-service establishment. A person can be seen in the background, likely a staff member, and the scene looks out onto a street with buildings and trees."
711,behemoth,"{""noun_senses"": [""someone or something that is abnormally large and powerful"", ""a person of exceptional importance and reputation""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7871.jpg,1,"Everyone knew confronting the behemoth would be difficult, but he proceeded anyway.","Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: behemoth","A colossal and powerful creature dominates the scene, its form a strange combination of animal and human features, suggesting immense size and strength. It appears both imposing and somewhat grotesque, embodying a sense of overwhelming scale and perhaps even a touch of monstrousness."
716,peeler,"{""noun_senses"": [""a performer who provides erotic entertainment by undressing to music"", ""a worker who peels the skins from fruits and vegetables"", ""a device for peeling vegetables or fruits""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.4452.jpg,3,The peeler was needed for the busy season.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: peeler","This metal device is a specialized peeler designed for use with certain fruits or vegetables, featuring a curved frame to accommodate the produce and parallel blades to remove the skin. It appears to be made of stainless steel and has a mechanism for adjusting the blade depth."
721,chariot,"{""noun_senses"": [""a light four-wheel horse-drawn ceremonial carriage"", ""a two-wheeled horse-drawn battle vehicle; used in war and races in ancient Egypt and Greece and Rome""], ""gold_pos"": ""noun"", ""verb_senses"": [""transport in a chariot"", ""ride in a chariot""]}",image.3357.jpg,2,The king's chariot approached the city gates.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: chariot","Ancient Egyptian warfare prominently featured chariot combat, as depicted here with rulers leading charges and soldiers engaging enemies from these mobile platforms. Several scenes illustrate individuals riding in chariots, wielding weapons like bows and spears, and controlling horses during battle. The detailed renderings showcase the construction of the chariots themselves, with spoked wheels and protective elements for the occupants, alongside the dynamic movement of the horses and the intensity of the conflict."
724,cherry,"{""noun_senses"": [""wood of any of various cherry trees especially the black cherry"", ""any of numerous trees and shrubs producing a small fleshy round fruit with a single hard stone; many also produce a valuable hardwood"", ""a red fruit with a single hard stone"", ""a red the color of ripe cherries""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7953.jpg,3,The dessert featured a bright cherry component.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: cherry","Bright red cherry fruits hang from slender green stems attached to a tree branch, glistening in the sunlight amongst lush green leaves. Several cherries are clustered together, appearing ripe and ready to be picked, with a few more visible deeper in the background."
732,catgut,"{""noun_senses"": [""perennial subshrub of eastern North America having downy leaves yellowish and rose flowers and; source of rotenone"", ""a strong cord made from the intestines of sheep and used in surgery""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.15.jpg,1,She found catgut growing near the stream.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: catgut","The plant displays delicate, pale flowers resembling the color and texture of aged catgut, rising above a dense arrangement of pinnately compound leaves. Its stems are slender and upright, supporting the blooms in a way that evokes the fragility associated with the material. The overall structure and coloration hint at a natural, organic quality similar to that of processed animal tissue."
738,upholstery,"{""noun_senses"": [""covering (padding and springs and webbing and fabric) on a piece of furniture"", ""the craft of upholstering""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8053.jpg,2,The antique shop specialized in upholstery.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: upholstery","A worker is shown assembling the internal spring system for furniture, a key component of upholstery. He is carefully positioning coiled springs within a wooden frame, preparing for the layers of padding and fabric that will complete the piece. The process demonstrates a stage in creating comfortable and supportive seating, essential to the craft of upholstery."
740,code,"{""noun_senses"": [""a set of rules or principles or laws (especially written ones)"", ""a coding system used for transmitting messages requiring brevity or secrecy"", ""(computer science) the symbolic arrangement of data or instructions in a computer program or the set of such instructions""], ""gold_pos"": ""noun"", ""verb_senses"": [""attach a code to"", ""convert ordinary language into code""]}",image.3098.jpg,3,Implementation demanded a clear code and consistent enforcement.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: code","The display presents a disassembled view of machine code, likely from a compiled program, showing assembly instructions with memory addresses and operands. It appears to be a section of a function, potentially 'main', with calls to functions like 'printf'. The instructions involve moving data between registers and memory locations, and control flow operations like jumps and calls."
746,mummy,"{""noun_senses"": [""informal terms for a mother"", ""a body embalmed and dried and wrapped for burial (as in ancient Egypt)""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8108.jpg,2,"The group stood in the dim light, waiting for the mummy to be revealed.","Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: mummy","A remarkably preserved individual rests, darkened with age and preservation techniques, likely once wrapped in layers of cloth now partially revealed. The face, though weathered, retains discernible features, hinting at a life long past. It’s a somber display of ancient practices intended to honor and protect the deceased."
750,embryo,"{""noun_senses"": [""(botany) a minute rudimentary plant contained within a seed or an archegonium"", ""an animal organism in the early stages of growth and differentiation that in higher forms merge into fetal stages but in lower forms terminate in commencement of larval life""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8135.jpg,2,The scientist monitored the embryo's development with meticulous care.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: embryo","This is an early stage of development, showing cells dividing within a protective outer layer, representing the beginning of a new organism. It demonstrates the initial stages of growth and differentiation from a single fertilized cell into a multicellular structure with potential for complex development."
764,catfish,"{""noun_senses"": [""flesh of scaleless food fish of the southern United States; often farmed"", ""large ferocious northern deep-sea food fishes with strong teeth and no pelvic fins"", ""any of numerous mostly freshwater bottom-living fishes of Eurasia and North America with barbels like whiskers around the mouth""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.5380.jpg,3,She looked for catfish online.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: catfish","A dark-colored catfish rests on the gravel substrate of an aquarium, its patterned skin and barbels visible against the blurred background. The fish has a flattened head and a prominent dorsal fin, typical of its species, and appears to be actively exploring its environment. Its eye is a striking blue, contrasting with the darker tones of its body."
767,butcher,"{""noun_senses"": [""a retailer of meat"", ""a brutal indiscriminate murderer"", ""a person who slaughters or dresses meat for market"", ""someone who makes mistakes because of incompetence""], ""gold_pos"": ""noun"", ""verb_senses"": [""kill (animals) usually for food consumption""]}",image.8252.jpg,3,"The butcher finished the job quickly, despite the difficulties.","Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: butcher","A butcher works at a stall displaying various cuts of meat, including hanging fowl and piles of processed and raw pieces. He is focused on his task, preparing meat with his hands while standing on a dirty floor amidst the tools and products of his trade. Another person is partially visible in the background."
774,coca,"{""noun_senses"": [""a South American shrub whose leaves are chewed by natives of the Andes; a source of cocaine"", ""United States comedienne who starred in early television shows with Sid Caesar (1908-2001)"", ""dried leaves of the coca plant (and related plants that also contain cocaine); chewed by Andean people for their stimulating effect""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.227.jpg,2,The explorer documented the importance of coca to the region.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: coca","Leaves are arranged on a reddish surface, possibly being prepared or examined, with a focus on the detailed texture and veining of the foliage which suggests a plant used for its stimulant properties. A hand is partially visible in the background, hinting at human interaction with the plant material."
782,mirage,"{""noun_senses"": [""an optical illusion in which atmospheric refraction by a layer of hot air distorts or inverts reflections of distant objects"", ""something illusory and unattainable""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8349.jpg,1,"He saw a mirage on the horizon, a promise of something better.","Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: mirage","A hazy, indistinct landscape suggests a distortion of reality, with mountains appearing to float above the water and a structure seemingly suspended between sea and sky, creating an illusion of something not quite real."
786,corruption,"{""noun_senses"": [""lack of integrity or honesty (especially susceptibility to bribery); use of a position of trust for dishonest gain"", ""in a state of progressive putrefaction"", ""decay of matter (as by rot or oxidation)"", ""moral perversion; impairment of virtue and moral principles"", ""destroying someone's (or some group's) honesty or loyalty; undermining moral integrity"", ""inducement (as of a public official) by improper means (as bribery) to violate duty (as by commiting a felony)""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.2514.jpg,6,The heirloom was changed by corruption over the decades.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: corruption","The blurred and obscured nature of the money suggests something hidden or illicit, hinting at dealings that are not entirely transparent and potentially involve questionable practices. The lack of clarity mirrors a situation where truth is difficult to discern, and motives are suspect."
794,bitter,"{""noun_senses"": [""English term for a dry sharp-tasting ale with strong flavor of hops (usually on draft)"", ""the taste experience when quinine or coffee is taken into the mouth"", ""the property of having a harsh unpleasant taste""], ""gold_pos"": ""noun"", ""verb_senses"": [""make bitter""]}",image.8420.jpg,1,She found the bitter surprisingly refreshing.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: bitter","A dark, rich beverage with a frothy head sits cool with condensation, suggesting a complex and potentially bitter flavor profile alongside a side of fried food."
801,octopus,"{""noun_senses"": [""tentacles of octopus prepared as food"", ""bottom-living cephalopod having a soft oval body with eight long tentacles""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8471.jpg,1,The chef prepared an octopus for us.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: octopus","An octopus rests in a bowl filled with ice, its tentacles curled and spread amongst the cubes and liquid. The creature’s skin displays a range of purplish and pinkish hues, with visible suction cups along its arms. Parts of its body are submerged, while others are exposed to the air, creating a slightly unsettling presentation."
814,popcorn,"{""noun_senses"": [""corn having small ears and kernels that burst when exposed to dry heat"", ""small kernels of corn exploded by heat""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8553.jpg,1,He needed popcorn for the experiment.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: popcorn","A dense collection of golden kernels, ready to be transformed with heat into a fluffy snack. Each piece has a slightly rounded shape and a pale, almost translucent tip, suggesting it’s prepared for popping. The overall texture appears dry and uniform, promising a satisfying crunch."
818,assault,"{""noun_senses"": [""close fighting during the culmination of a military attack"", ""a threatened or attempted physical attack by someone who appears to be able to cause bodily harm if not stopped"", ""thoroughbred that won the triple crown in 1946"", ""the crime of forcing a woman to submit to sexual intercourse against her will""], ""gold_pos"": ""noun"", ""verb_senses"": [""attack someone physically or emotionally"", ""force (someone) to have sex against their will"", ""attack in speech or writing""]}",image.8574.jpg,4,She reported the assault with great distress.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: assault","A traveler discovers a child lying prone in a field, seemingly the victim of a violent encounter, with scattered belongings nearby suggesting a struggle or sudden interruption. The man appears shocked and concerned, cautiously approaching the vulnerable figure."
823,raise,"{""verb_senses"": [""raise the level or amount of something"", ""raise from a lower to a higher position"", ""cause to be heard or known; express or utter"", ""collect funds for a specific purpose"", ""cultivate by growing, often involving improvements by means of agricultural techniques"", ""bring up"", ""summon into action or bring into existence, often as if by magic"", ""move upwards"", ""construct, build, or erect"", ""call forth (emotions, feelings, and responses)"", ""create a disturbance, especially by making a great noise"", ""raise in rank or condition"", ""increase"", ""give a promotion to or assign to a higher position"", ""cause to puff up with a leaven"", ""bid (one's partner's suit) at a higher level"", ""bet more than the previous player"", ""cause to assemble or enlist in the military"", ""put forward for consideration or discussion"", ""pronounce (vowels) by bringing the tongue closer to the roof of the mouth"", ""activate or stir up"", ""establish radio communications with"", ""multiply (a number) by itself a specified number of times: 8 is 2 raised to the power 3"", ""bring (a surface or a design) into relief and cause to project"", ""invigorate or heighten"", ""put an end to"", ""cause to become alive again""], ""gold_pos"": ""verb"", ""noun_senses"": [""the amount a salary is increased"", ""an upward slope or grade (as in a road)"", ""increasing the size of a bet (as in poker)"", ""the act of raising something""]}",image.2608.jpg,17,He raised after she finished speaking.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: raise","Players take turns increasing the amount of the current bet, a tactic used to pressure opponents or build the pot size."
824,coach,"{""noun_senses"": [""(sports) someone in charge of training an athlete or a team"", ""a person who gives private instruction (as in singing, acting, etc.)"", ""a railcar where passengers ride"", ""a carriage pulled by four horses with one driver"", ""a vehicle carrying many passengers; used for public transport""], ""gold_pos"": ""noun"", ""verb_senses"": [""teach and supervise (someone); act as a trainer or coach (to), as in sports"", ""drive a coach""]}",image.8614.jpg,1,The team was relieved to see the coach waiting at the curb.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: coach","A man wearing a cap and a t-shirt with ""High Football"" printed on it is gesturing with his right hand while speaking to a group of young athletes gathered around him, likely providing instruction or motivation during a practice or game."
