word_index,word,senses,gold_image,gold_sense,ambiguous_sentence
743,decapitation,"{""noun_senses"": [""execution by cutting off the victim's head"", ""killing by cutting off the head""], ""verb_senses"": []}",image.8091.jpg,-1,
746,mummy,"{""noun_senses"": [""informal terms for a mother"", ""a body embalmed and dried and wrapped for burial (as in ancient Egypt)""], ""verb_senses"": []}",image.8108.jpg,-1,
750,embryo,"{""noun_senses"": [""(botany) a minute rudimentary plant contained within a seed or an archegonium"", ""an animal organism in the early stages of growth and differentiation that in higher forms merge into fetal stages but in lower forms terminate in commencement of larval life""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8135.jpg,2,The scientist monitored the embryo's development with meticulous care.
754,entr'acte,"{""noun_senses"": [""the interlude between two acts of a play"", ""a brief show (music or dance etc) inserted between the sections of a longer performance""], ""verb_senses"": []}",image.8171.jpg,-1,
757,miracle,"{""noun_senses"": [""any amazing or wonderful occurrence"", ""a marvellous event manifesting a supernatural act of a divine agent""], ""verb_senses"": []}",image.3143.jpg,-1,
767,butcher,"{""noun_senses"": [""a retailer of meat"", ""a brutal indiscriminate murderer"", ""a person who slaughters or dresses meat for market"", ""someone who makes mistakes because of incompetence""], ""gold_pos"": ""noun"", ""verb_senses"": [""kill (animals) usually for food consumption""]}",image.8252.jpg,3,"The butcher finished the job quickly, despite the difficulties."
774,coca,"{""noun_senses"": [""a South American shrub whose leaves are chewed by natives of the Andes; a source of cocaine"", ""United States comedienne who starred in early television shows with Sid Caesar (1908-2001)"", ""dried leaves of the coca plant (and related plants that also contain cocaine); chewed by Andean people for their stimulating effect""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.227.jpg,2,The explorer documented the importance of coca to the region.
776,sculpt,"{""noun_senses"": [], ""verb_senses"": [""create by shaping stone or wood or any other hard material"", ""shape (a material like stone or wood) by whittling away at it""]}",image.4977.jpg,-1,
782,mirage,"{""noun_senses"": [""an optical illusion in which atmospheric refraction by a layer of hot air distorts or inverts reflections of distant objects"", ""something illusory and unattainable""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8349.jpg,1,"He saw a mirage on the horizon, a promise of something better."
786,corruption,"{""noun_senses"": [""lack of integrity or honesty (especially susceptibility to bribery); use of a position of trust for dishonest gain"", ""in a state of progressive putrefaction"", ""decay of matter (as by rot or oxidation)"", ""moral perversion; impairment of virtue and moral principles"", ""destroying someone's (or some group's) honesty or loyalty; undermining moral integrity"", ""inducement (as of a public official) by improper means (as bribery) to violate duty (as by commiting a felony)""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.2514.jpg,6,The heirloom was changed by corruption over the decades.
791,belligerence,"{""noun_senses"": [""hostile or warlike attitude or nature"", ""a natural disposition to be hostile""], ""verb_senses"": []}",image.2002.jpg,-1,
794,bitter,"{""noun_senses"": [""English term for a dry sharp-tasting ale with strong flavor of hops (usually on draft)"", ""the taste experience when quinine or coffee is taken into the mouth"", ""the property of having a harsh unpleasant taste""], ""gold_pos"": ""noun"", ""verb_senses"": [""make bitter""]}",image.8420.jpg,1,She found the bitter surprisingly refreshing.
801,octopus,"{""noun_senses"": [""tentacles of octopus prepared as food"", ""bottom-living cephalopod having a soft oval body with eight long tentacles""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8471.jpg,1,The chef prepared an octopus for us.
814,popcorn,"{""noun_senses"": [""corn having small ears and kernels that burst when exposed to dry heat"", ""small kernels of corn exploded by heat""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8553.jpg,1,He needed popcorn for the experiment.
818,assault,"{""noun_senses"": [""close fighting during the culmination of a military attack"", ""a threatened or attempted physical attack by someone who appears to be able to cause bodily harm if not stopped"", ""thoroughbred that won the triple crown in 1946"", ""the crime of forcing a woman to submit to sexual intercourse against her will""], ""gold_pos"": ""noun"", ""verb_senses"": [""attack someone physically or emotionally"", ""force (someone) to have sex against their will"", ""attack in speech or writing""]}",image.8574.jpg,4,She reported the assault with great distress.
821,bulimia,"{""noun_senses"": [""a disorder of eating seen among young women who go on eating binges and then feel guilt and depression and self-condemnation"", ""pathologically insatiable hunger (especially when caused by brain lesions)""], ""verb_senses"": []}",image.8594.jpg,-1,
823,raise,"{""verb_senses"": [""raise the level or amount of something"", ""raise from a lower to a higher position"", ""cause to be heard or known; express or utter"", ""collect funds for a specific purpose"", ""cultivate by growing, often involving improvements by means of agricultural techniques"", ""bring up"", ""summon into action or bring into existence, often as if by magic"", ""move upwards"", ""construct, build, or erect"", ""call forth (emotions, feelings, and responses)"", ""create a disturbance, especially by making a great noise"", ""raise in rank or condition"", ""increase"", ""give a promotion to or assign to a higher position"", ""cause to puff up with a leaven"", ""bid (one's partner's suit) at a higher level"", ""bet more than the previous player"", ""cause to assemble or enlist in the military"", ""put forward for consideration or discussion"", ""pronounce (vowels) by bringing the tongue closer to the roof of the mouth"", ""activate or stir up"", ""establish radio communications with"", ""multiply (a number) by itself a specified number of times: 8 is 2 raised to the power 3"", ""bring (a surface or a design) into relief and cause to project"", ""invigorate or heighten"", ""put an end to"", ""cause to become alive again""], ""gold_pos"": ""verb"", ""noun_senses"": [""the amount a salary is increased"", ""an upward slope or grade (as in a road)"", ""increasing the size of a bet (as in poker)"", ""the act of raising something""]}",image.2608.jpg,17,He raised after she finished speaking.
824,coach,"{""noun_senses"": [""(sports) someone in charge of training an athlete or a team"", ""a person who gives private instruction (as in singing, acting, etc.)"", ""a railcar where passengers ride"", ""a carriage pulled by four horses with one driver"", ""a vehicle carrying many passengers; used for public transport""], ""gold_pos"": ""noun"", ""verb_senses"": [""teach and supervise (someone); act as a trainer or coach (to), as in sports"", ""drive a coach""]}",image.8614.jpg,1,The team was relieved to see the coach waiting at the curb.
828,celebrity,"{""noun_senses"": [""a widely known person"", ""the state or quality of being widely honored and acclaimed""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8644.jpg,1,It was difficult to manage the celebrity.
829,hang,"{""verb_senses"": [""be suspended or hanging"", ""cause to be hanging or suspended"", ""kill by hanging"", ""let drop or droop"", ""fall or flow in a certain way"", ""be menacing, burdensome, or oppressive"", ""give heed (to)"", ""be suspended or poised"", ""hold on tightly or tenaciously"", ""be exhibited"", ""prevent from reaching a verdict, of a jury"", ""decorate or furnish with something suspended"", ""be placed in position as by a hinge"", ""place in position as by a hinge so as to allow free movement in one direction"", ""suspend (meat) in order to get a gamey taste""], ""gold_pos"": ""verb"", ""noun_senses"": [""a special way of doing something"", ""the way a garment hangs"", ""a gymnastic exercise performed on the rings or horizontal bar or parallel bars when the gymnast's weight is supported by the arms""]}",image.7736.jpg,3,The committee decided to hang the former president in the lobby.
853,rupee,"{""noun_senses"": [""the basic unit of money in Sri Lanka; equal to 100 cents"", ""the basic unit of money in Seychelles; equal to 100 cents"", ""the basic unit of money in Nepal; equal to 100 paisa"", ""the basic unit of money in Mauritius; equal to 100 cents"", ""the basic unit of money in Pakistan; equal to 100 paisa"", ""the basic unit of money in India; equal to 100 paise""], ""verb_senses"": []}",image.4009.jpg,-1,
857,radius,"{""noun_senses"": [""the length of a line segment between the center and circumference of a circle or sphere"", ""a straight line from the center to the perimeter of a circle (or from the center to the surface of a sphere)"", ""a circular region whose area is indicated by the length of its radius"", ""the outer and slightly shorter of the two bones of the human forearm"", ""support consisting of a radial member of a wheel joining the hub to the rim""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7591.jpg,4,Examining the radius revealed a clear break.
860,jewfish,"{""noun_senses"": [""large important food fish of Australia; almost indistinguishable from the maigre"", ""large dark grouper with a thick head and rough scales""], ""verb_senses"": []}",image.8852.jpg,-1,
861,renting,"{""noun_senses"": [""the act of paying for the use of something (as an apartment or house or car)""], ""verb_senses"": [""let for money"", ""grant use or occupation of under a term of contract"", ""engage for service under a term of contract"", ""hold under a lease or rental agreement; of goods and services""]}",image.6711.jpg,-1,
862,news,"{""noun_senses"": [""information about recent and important events"", ""information reported in a newspaper or news magazine"", ""a program devoted to current events, often using interviews and commentary"", ""informal information of any kind that is not previously known to someone"", ""the quality of being sufficiently interesting to be reported in news bulletins""], ""verb_senses"": []}",image.5908.jpg,-1,
867,spirits,"{""noun_senses"": [""an alcoholic beverage that is distilled rather than fermented"", ""the vital principle or animating force within living things"", ""the general atmosphere of a place or situation and the effect that it has on people"", ""a fundamental emotional and activating principle determining one's character"", ""any incorporeal supernatural being that can become visible (or audible) to human beings"", ""the state of a person's emotions (especially with regard to pleasure or dejection)"", ""the intended meaning of a communication"", ""animation and energy in action or expression"", ""an inclination or tendency of a certain kind""], ""gold_pos"": ""noun"", ""verb_senses"": [""infuse with spirit""]}",image.8888.jpg,1,The investigators spent the entire night analyzing the spirits in the back room.
874,cairn,"{""noun_senses"": [""a mound of stones piled up as a memorial or to mark a boundary or path"", ""small rough-haired breed of terrier from Scotland""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8932.jpg,1,We watched the cairn carefully near the path.
876,quickstep,"{""noun_senses"": [""military march accompanying quick time"", ""a ballroom dance with both quick and slow steps""], ""gold_pos"": ""noun"", ""verb_senses"": [""perform a quickstep""]}",image.320.jpg,2,They began a quickstep after the announcement.
877,bank,"{""noun_senses"": [""sloping land (especially the slope beside a body of water)"", ""a financial institution that accepts deposits and channels the money into lending activities"", ""a long ridge or pile"", ""an arrangement of similar objects in a row or in tiers"", ""a supply or stock held in reserve for future use (especially in emergencies)"", ""the funds held by a gambling house or the dealer in some gambling games"", ""a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force"", ""a container (usually with a slot in the top) for keeping money at home"", ""a building in which the business of banking transacted"", ""a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)""], ""gold_pos"": ""noun"", ""verb_senses"": [""tip laterally"", ""enclose with a bank"", ""do business with a bank or keep an account at a bank"", ""act as the banker in a game or in gambling"", ""be in the banking business"", ""put into a bank account"", ""cover with ashes so to control the rate of burning"", ""have confidence or faith in""]}",image.8951.jpg,10,The evaluator noted the unusual angle of the bank.
879,runway,"{""noun_senses"": [""a bar or pair of parallel bars of rolled steel making the railway along which railroad cars or other vehicles can roll"", ""a chute down which logs can slide"", ""a narrow platform extending from the stage into the audience in a theater or nightclub etc."", ""a strip of level paved surface where planes can take off and land""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8963.jpg,4,The team reinforced the runway before the season began.
888,pack,"{""noun_senses"": [""a large indefinite number"", ""a complete collection of similar things"", ""a convenient package or parcel (as of cigarettes or film)"", ""an association of criminals"", ""an exclusive circle of people with a common purpose"", ""a group of hunting animals"", ""a cream that cleanses and tones the skin"", ""a sheet or blanket (either dry or wet) to wrap around the body for its therapeutic effect"", ""a bundle (especially one carried on the back)""], ""gold_pos"": ""noun"", ""verb_senses"": [""arrange in a container"", ""fill to capacity"", ""compress into a wad"", ""carry, as on one's back"", ""set up a committee or legislative body with one's own supporters so as to influence the outcome"", ""have with oneself; have on one's person"", ""press tightly together or cram"", ""hike with a backpack"", ""press down tightly"", ""seal with packing"", ""have the property of being packable or of compacting easily"", ""load with a pack"", ""treat the body or any part of it by wrapping it, as with blankets or sheets, and applying compresses to it, or stuffing it to provide cover, containment, or therapy, or to absorb blood""]}",image.9028.jpg,9,"He handled the pack with care, knowing they needed it."
896,bugbane,"{""noun_senses"": [""North American plant having large leaves and yellowish green flowers growing in racemes; yields a toxic alkaloid used medicinally"", ""a plant of the genus Cimicifuga having flowers in long racemes or panicles reported to be distasteful to insects""], ""verb_senses"": []}",image.6814.jpg,-1,
897,greet,"{""verb_senses"": [""express greetings upon meeting someone"", ""send greetings to"", ""react to in a certain way"", ""be perceived by""], ""gold_pos"": ""verb"", ""noun_senses"": [""(usually plural) an acknowledgment or expression of good will (especially on meeting)""]}",image.8983.jpg,1,A familiar voice greeted him as he stepped inside.
902,worship,"{""noun_senses"": [""the activity of worshipping"", ""a feeling of profound love and admiration""], ""gold_pos"": ""noun"", ""verb_senses"": [""love unquestioningly and uncritically or to excess; venerate as an idol"", ""show devotion to (a deity)"", ""attend religious services""]}",image.127.jpg,1,She offered him her worship.
910,dribbling,"{""noun_senses"": [""the propulsion of a ball by repeated taps or kicks""], ""verb_senses"": [""run or flow slowly, as in drops or in an unsteady stream"", ""let or cause to fall in drops"", ""propel,"", ""let saliva drivel from the mouth""]}",image.5547.jpg,-1,
912,elderberry,"{""noun_senses"": [""a common shrub with black fruit or a small tree of Europe and Asia; fruit used for wines and jellies"", ""berrylike fruit of an elder used for e.g. wines and jellies""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.6428.jpg,1,The student spent the afternoon sketching the elderberry.
915,rupture,"{""noun_senses"": [""state of being torn or burst open"", ""a personal or social separation (as between opposing factions)"", ""the act of making a sudden noisy break""], ""gold_pos"": ""noun"", ""verb_senses"": [""separate or cause to separate abruptly""]}",image.5184.jpg,1,The increasing strain foreshadowed a rupture.
918,hogfish,"{""noun_senses"": [""large wrasse of western Atlantic; head of male resembles a pig's snout"", ""found from Long Island southward""], ""verb_senses"": []}",image.9182.jpg,-1,
925,rubbish,"{""noun_senses"": [""worthless material that is to be disposed of"", ""nonsensical talk or writing""], ""gold_pos"": ""noun"", ""verb_senses"": [""attack strongly""]}",image.9219.jpg,1,We need to deal with all this rubbish.
928,hogan,"{""noun_senses"": [""United States golfer who won many major golf tournaments (1912-1997)"", ""a Navajo lodge covered with earth; traditionally built with the entrance facing east""], ""verb_senses"": []}",image.7447.jpg,-1,
932,rerun,"{""verb_senses"": [""broadcast again, as of a film"", ""rerun a performance of a play, for example"", ""run again for office"", ""cause to perform again""], ""gold_pos"": ""verb"", ""noun_senses"": [""a program that is broadcast again""]}",image.9255.jpg,2,"They promised to rerun it, hoping for a different outcome."
935,eagle,"{""noun_senses"": [""any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight"", ""(golf) a score of two strokes under par on a hole"", ""a former gold coin in the United States worth 10 dollars"", ""an emblem representing power""], ""gold_pos"": ""noun"", ""verb_senses"": [""shoot two strokes under par"", ""shoot in two strokes under par""]}",image.8577.jpg,1,The crowd gasped as the eagle descended.
937,amputation,"{""noun_senses"": [""a condition of disability resulting from the loss of one or more limbs"", ""a surgical removal of all or part of a limb""], ""verb_senses"": []}",image.6574.jpg,-1,
938,girlfriend,"{""noun_senses"": [""any female friend"", ""a girl or young woman with whom a man is romantically involved""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.869.jpg,2,"I was with my girlfriend, and we went shopping."
951,rotisserie,"{""noun_senses"": [""an oven or broiler equipped with a rotating spit on which meat cooks as it turns"", ""a restaurant that specializes in roasted and barbecued meats""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.9372.jpg,1,He found rotisserie quite satisfying.
960,pile,"{""noun_senses"": [""a collection of objects laid on top of each other"", ""(often followed by `of') a large number or amount or extent"", ""a large sum of money (especially as pay or profit)"", ""fine soft dense hair (as the fine short hair of cattle or deer or the wool of sheep or the undercoat of certain dogs)"", ""battery consisting of voltaic cells arranged in series; the earliest electric battery devised by Volta"", ""a column of wood or steel or concrete that is driven into the ground to provide support for a structure"", ""the yarn (as in a rug or velvet or corduroy) that stands up from the weave"", ""a nuclear reactor that uses controlled nuclear fission to generate energy""], ""gold_pos"": ""noun"", ""verb_senses"": [""arrange in stacks"", ""press tightly together or cram"", ""place or lay as if in a pile""]}",image.5561.jpg,5,The early experiments relied on the strength of the pile.
964,circus,"{""noun_senses"": [""a travelling company of entertainers; including trained animals"", ""a performance given by a traveling company of acrobats, clowns, and trained animals"", ""a frenetic disorganized (and often comic) disturbance suggestive of a large public entertainment"", ""(antiquity) an open-air stadium for chariot races and gladiatorial games"", ""an arena consisting of an oval or circular area enclosed by tiers of seats and usually covered by a tent"", ""a genus of haws comprising the harriers""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.9453.jpg,4,The historian researched the origins of the circus and its place in the city.
965,distortion,"{""noun_senses"": [""a change for the worse"", ""a shape resulting from distortion"", ""an optical phenomenon resulting from the failure of a lens or mirror to produce a good image"", ""a change (usually undesired) in the waveform of an acoustic or analog electrical signal; the difference between two measurements of a signal (as between the input and output signal)"", ""the act of distorting something so it seems to mean something it was not intended to mean"", ""the mistake of misrepresenting the facts""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7921.jpg,4,The instrument's reading showed a subtle distortion from the expected value.
969,back,"{""verb_senses"": [""be behind; approve of"", ""travel backward"", ""give support or one's approval to"", ""cause to travel backward"", ""support financial backing for"", ""be in back of"", ""place a bet on"", ""shift to a counterclockwise direction"", ""establish as valid or genuine"", ""strengthen by providing with a back or backing""], ""gold_pos"": ""verb"", ""noun_senses"": [""the posterior part of a human (or animal) body from the neck to the end of the spine"", ""the side that goes last or is not normally seen"", ""the part of something that is furthest from the normal viewer"", ""(football) a person who plays in the backfield"", ""the series of vertebrae forming the axis of the skeleton and protecting the spinal cord"", ""the protective covering on the front, back, and spine of a book"", ""the part of a garment that covers the back of your body"", ""a support that you can lean against while sitting"", ""(American football) the position of a player on a football team who is stationed behind the line of scrimmage""]}",image.9480.jpg,2,The supervisor asked the employee to back.
972,scatology,"{""noun_senses"": [""a preoccupation with obscenity (especially that dealing with excrement or excretory functions)"", ""(medicine) the chemical analysis of excrement (for medical diagnosis or for paleontological purposes)""], ""verb_senses"": []}",image.7552.jpg,-1,
977,surprise,"{""noun_senses"": [""the astonishment you feel when something totally unexpected happens to you"", ""a sudden unexpected event"", ""the act of surprising someone""], ""gold_pos"": ""noun"", ""verb_senses"": [""cause to be surprised"", ""come upon or take unawares"", ""attack by storm; attack suddenly""]}",image.5183.jpg,1,The surprise was more than she had anticipated.
994,train,"{""verb_senses"": [""create by training and teaching"", ""undergo training or instruction in preparation for a particular role, function, or profession"", ""develop (children's) behavior by instruction and practice; especially to teach self-control"", ""educate for a future role or function"", ""teach or refine to be discriminative in taste or judgment"", ""point or cause to go (blows, weapons, or objects such as photographic equipment) towards"", ""teach and supervise (someone); act as a trainer or coach (to), as in sports"", ""exercise in order to prepare for an event or competition"", ""cause to grow in a certain way by tying and pruning it"", ""travel by rail or train"", ""drag loosely along a surface; allow to sweep the ground""], ""gold_pos"": ""verb"", ""noun_senses"": [""public transport provided by a line of railway cars coupled together and drawn by a locomotive"", ""a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding"", ""a procession (of wagons or mules or camels) traveling together in single file"", ""a series of consequences wrought by an event"", ""piece of cloth forming the long back section of a gown that is drawn along the floor"", ""wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed""]}",image.9417.jpg,8,She began to train before the season.
1004,swash,"{""noun_senses"": [""the movement or sound of water""], ""verb_senses"": [""make violent, noisy movements"", ""dash a liquid upon or against"", ""show off"", ""act in an arrogant, overly self-assured, or conceited manner""]}",image.2782.jpg,-1,
1017,vaishnavism,"{""noun_senses"": [""Hindu sect worshiping of Vishnu"", ""worship of Vishnu one of the 3 chief gods of the Hindu pantheon""], ""verb_senses"": []}",image.322.jpg,-1,
1018,photometer,"{""noun_senses"": [""measuring instrument for measuring the luminous intensity of a source by comparing it (visually or photoelectrically) with a standard source"", ""photographic equipment that measures the intensity of light""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.4196.jpg,2,The analysis needed a photometer to determine the optimal settings.
1026,stout,"{""noun_senses"": [""a strong very dark heavy-bodied ale made from pale malt and roasted unmalted barley and (often) caramel malt with hops"", ""a garment size for a large or heavy person""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.9797.jpg,1,He always ordered the stout.
1031,mahayana,"{""noun_senses"": [""a major school of Buddhism teaching social concern and universal salvation; China; Japan; Tibet; Nepal; Korea; Mongolia"", ""one of two great schools of Buddhist doctrine emphasizing a common search for universal salvation especially through faith alone; the dominant religion of China and Tibet and Japan""], ""verb_senses"": []}",image.9822.jpg,-1,
1032,chat,"{""noun_senses"": [""an informal conversation"", ""birds having a chattering call"", ""songbirds having a chattering call""], ""gold_pos"": ""noun"", ""verb_senses"": [""talk socially without exchanging too much information""]}",image.3142.jpg,2,I heard chat from the garden.
1035,desperation,"{""noun_senses"": [""a state in which all hope is lost or absent"", ""desperate recklessness""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.5389.jpg,1,"Driven by desperation, she made a choice."
1043,sunglasses,"{""noun_senses"": [""spectacles that are darkened or polarized to protect the eyes from the glare of the sun"", ""a convex lens that focuses the rays of the sun; used to start a fire""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.6273.jpg,1,He worked with sunglasses in the bright sunlight.
1045,croup,"{""noun_senses"": [""a disease of infants and young children; harsh coughing and hoarseness and fever and difficult breathing"", ""the part of an animal that corresponds to the human buttocks""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.9905.jpg,1,There was a lot of trouble with the croup during the cold snap.
1046,harmony,"{""noun_senses"": [""compatibility in opinion and action"", ""the structure of music with respect to the composition and progression of chords"", ""a harmonious state of things in general and of their properties (as of colors and sounds); congruity of parts with one another and with the whole"", ""agreement of opinions"", ""an agreeable sound property""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.3896.jpg,2,The arrangement benefited from harmony.
1050,trunk,"{""noun_senses"": [""the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber"", ""luggage consisting of a large strong case used when traveling or for storage"", ""the body excluding the head and neck and limbs"", ""compartment in an automobile that carries luggage or shopping or tools"", ""a long flexible snout as of an elephant""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.9935.jpg,4,The trunk was filled with memories of the journey.
1052,trailer,"{""noun_senses"": [""someone who takes more time than necessary; someone who lags behind"", ""an advertisement consisting of short scenes from a motion picture that will appear in the near future"", ""a large transport conveyance designed to be pulled by a truck or tractor"", ""a wheeled vehicle that can be pulled by a car or truck and is equipped for occupancy""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7567.jpg,3,He watched the trailer disappear down the road.
1053,dyke,"{""noun_senses"": [""(slang) offensive term for a lesbian who is noticeably masculine"", ""a barrier constructed to contain the flow of water or to keep out the sea""], ""verb_senses"": [""enclose with a dike""]}",image.2045.jpg,-1,
1056,belligerency,"{""noun_senses"": [""hostile or warlike attitude or nature"", ""fighting; acts of overt warfare""], ""verb_senses"": []}",image.247.jpg,-1,
1059,armyworm,"{""noun_senses"": [""noctuid moth larvae that travel in multitudes destroying especially grass and grain"", ""moth whose destructive larvae travel in multitudes"", ""larva of fungus gnat that feed on cereals and other grains; they march in large companies in regular order when the food is exhausted""], ""verb_senses"": []}",image.733.jpg,-1,
1062,snorkel,"{""noun_senses"": [""breathing device consisting of a bent tube fitting into a swimmer's mouth and extending above the surface; allows swimmer to breathe while face down in the water"", ""air passage provided by a retractable device containing intake and exhaust pipes; permits a submarine to stay submerged for extended periods of time""], ""verb_senses"": [""dive with a snorkel""]}",image.10000.jpg,-1,
1063,musk,"{""noun_senses"": [""an odorous glandular secretion from the male musk deer; used as a perfume fixative"", ""the scent of a greasy glandular secretion from the male musk deer""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.10008.jpg,1,The composition benefited from musk.
1079,cater,"{""verb_senses"": [""give what is desired or needed, especially support, food or sustenance"", ""supply food ready to eat; for parties and banquets""], ""gold_pos"": ""verb"", ""noun_senses"": [""providing food and services""]}",image.10091.jpg,2,The organization's efforts were dedicated to catering for the event.
1084,sylph,"{""noun_senses"": [""a slender graceful young woman"", ""an elemental being believed to inhabit the air""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.10110.jpg,2,She sought a sylph in the garden.
1090,pacifism,"{""noun_senses"": [""the doctrine that all violence is unjustifiable"", ""the belief that all international disputes can be settled by arbitration""], ""verb_senses"": []}",image.3091.jpg,-1,
1092,urn,"{""noun_senses"": [""a large vase that usually has a pedestal or feet"", ""a large pot for making coffee or tea""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.10137.jpg,1,The urn was displayed beautifully.
1094,cohesion,"{""noun_senses"": [""the state of cohering or sticking together"", ""(botany) the process in some plants of parts growing together that are usually separate (such as petals)"", ""(physics) the intermolecular force that holds together the molecules in a solid or liquid""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.10144.jpg,3,The remarkable strength of the design lay not only in its innovative form but also in the inherent cohesion of its materials.
1097,knuckle,"{""noun_senses"": [""a joint of a finger when the fist is closed""], ""verb_senses"": [""press or rub with the knuckles"", ""shoot a marble while keeping one's knuckles on the ground""]}",image.7007.jpg,-1,
1102,mildew,"{""noun_senses"": [""the process of becoming mildewed"", ""a fungus that produces a superficial (usually white) growth on organic matter""], ""verb_senses"": [""become moldy; spoil due to humidity""]}",image.4163.jpg,-1,
1104,speleology,"{""noun_senses"": [""the scientific study of caves"", ""the pastime of exploring caves""], ""verb_senses"": []}",image.5941.jpg,-1,
1113,corrosion,"{""noun_senses"": [""a state of deterioration in metals caused by oxidation or chemical action"", ""erosion by chemical action""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8939.jpg,1,The technicians were concerned that the corrosion inside the storage tank would lead to a catastrophic leak during the pressure test.
1115,conducting,"{""noun_senses"": [""the way of administering a business"", ""the direction of an orchestra or choir""], ""gold_pos"": ""noun"", ""verb_senses"": [""direct the course of; manage or control"", ""lead, as in the performance of a composition"", ""behave in a certain manner"", ""take somebody somewhere"", ""transmit or serve as the medium for transmission"", ""lead musicians in the performance of""]}",image.1554.jpg,2,"He was excellent at conducting, and the results showed."
1117,macaroni,"{""noun_senses"": [""a British dandy in the 18th century who affected Continental mannerisms"", ""pasta in the form of slender tubes""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7841.jpg,2,The artist often featured macaroni in his work.
1119,hand,"{""noun_senses"": [""the (prehensile) extremity of the superior limb"", ""a hired laborer on a farm or ranch"", ""something written by hand"", ""ability"", ""a position given by its location to the side of an object"", ""the cards held in a card game by a given player at any given time"", ""one of two sides of an issue"", ""a rotating pointer on the face of a timepiece"", ""a unit of length equal to 4 inches; used in measuring horses"", ""a member of the crew of a ship"", ""a card player in a game of bridge"", ""a round of applause to signify approval"", ""terminal part of the forelimb in certain vertebrates (e.g. apes or kangaroos); - Springfield (Mass.) Union"", ""physical assistance""], ""gold_pos"": ""noun"", ""verb_senses"": [""place into the hands or custody of"", ""guide or conduct or usher somewhere""]}",image.10275.jpg,1,The farmer carefully watched the hand while standing at the edge of the farm.
1123,truck,"{""noun_senses"": [""an automotive vehicle suitable for hauling"", ""a handcart that has a frame with two low wheels and a ledge at the bottom and handles at the top; used to move crates or other heavy objects""], ""gold_pos"": ""noun"", ""verb_senses"": [""convey (goods etc.) by truck""]}",image.6680.jpg,1,Someone brought a truck to help with the deliveries.
1151,cod,"{""noun_senses"": [""the vessel that contains the seeds of a plant (not the seeds themselves)"", ""lean white flesh of important North Atlantic food fish; usually baked or poached"", ""major food fish of Arctic and cold-temperate waters""], ""gold_pos"": ""noun"", ""verb_senses"": [""fool or hoax"", ""harass with persistent criticism or carping""]}",image.8100.jpg,3,The preparation of the cod was surprisingly delicate.
1154,side,"{""noun_senses"": [""a place within a region identified relative to a center or reference location"", ""one of two or more contesting groups"", ""either the left or right half of a body"", ""a surface forming part of the outside of an object"", ""an extended outer surface of an object"", ""an aspect of something (as contrasted with some other implied aspect)"", ""a line segment forming part of the perimeter of a plane figure"", ""a family line of descent"", ""a lengthwise dressed half of an animal's carcass used for food"", ""an opinion that is held in opposition to another in an argument or dispute"", ""an elevated geological formation"", ""(sports) the spin given to a ball by striking it on one side or releasing it with a sharp twist""], ""verb_senses"": [""take sides for or against; ; m siding against the current candidate\""""]}",image.10435.jpg,-1,
1157,quoin,"{""noun_senses"": [""expandable metal or wooden wedge used by printers to lock up a form within a chase"", ""the keystone of an arch"", ""(architecture) solid exterior angle of a building; especially one formed by a cornerstone""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8643.jpg,3,The detective examined the quoin carefully.
