word_index,word,senses,gold_image,gold_sense,ambiguous_sentence,prompt,label
404,enjoy,"{""verb_senses"": [""derive or receive pleasure from; get enjoyment from; take pleasure in"", ""have benefit from"", ""get pleasure from"", ""have for one's benefit"", ""take delight in""], ""gold_pos"": ""verb"", ""noun_senses"": []}",image.3180.jpg,1,He will enjoy a substantial inheritance.,"Caption: A woman appears to truly enjoy preparing a meal, smiling as she cooks with multiple pots and pans on the stove. She seems comfortable and happy in her kitchen, moving with ease while focused on the food.
Word: enjoy
Noun senses:

Verb senses:
- derive or receive pleasure from; get enjoyment from; take pleasure in
- have benefit from
- get pleasure from
- have for one's benefit
- take delight in
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
405,equation,"{""noun_senses"": [""a mathematical statement that two expressions are equal"", ""a state of being essentially equal or equivalent; equally balanced"", ""the act of regarding as equal""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.858.jpg,1,Finding the equation was the hardest part of the negotiation.,"Caption: Two linear equations are graphed, represented as y = a₁x + b₁ and y = a₂x + b₂. Each equation defines a straight line with different slopes (a₁ and a₂) and y-intercepts (b₁ and b₂). The lines are positioned such that they are not parallel and would intersect if extended.
Word: equation
Noun senses:
- a mathematical statement that two expressions are equal
- a state of being essentially equal or equivalent; equally balanced
- the act of regarding as equal
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
408,pine,"{""noun_senses"": [""a coniferous tree"", ""straight-grained durable and often resinous white to yellowish timber of any of numerous trees of the genus Pinus""], ""gold_pos"": ""noun"", ""verb_senses"": [""have a desire for something or someone who is not present""]}",image.430.jpg,1,The owner was unsure what to do with the pine in the back corner.,"Caption: A landscape features several mature pine trees with distinctive, windswept shapes rising from a low-lying bog covered in mosses and small vegetation. The trees exhibit a variety of growth patterns, some with full canopies and others with branches sculpted by the elements, all characteristic of the species. A muted, overcast sky provides soft lighting across the scene, emphasizing the natural textures of the forest floor and the needles of the pine.
Word: pine
Noun senses:
- a coniferous tree
- straight-grained durable and often resinous white to yellowish timber of any of numerous trees of the genus Pinus
Verb senses:
- have a desire for something or someone who is not present
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
414,tailfin,"{""noun_senses"": [""a stabilizer that is part of the vertical tail structure of an airplane"", ""one of a pair of decorations projecting above the rear fenders of an automobile""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.5374.jpg,2,The style of the 1950s was defined by a dramatic tailfin.,"Caption: A dramatic, chrome tailfin rises sharply from the dark body of a classic car, complete with rounded red lights integrated into its design. The polished surface reflects the sky and surrounding environment, emphasizing the vehicle’s elaborate rear styling. Another car’s form is visible nearby, hinting at a car show or collection.
Word: tailfin
Noun senses:
- a stabilizer that is part of the vertical tail structure of an airplane
- one of a pair of decorations projecting above the rear fenders of an automobile
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
421,porte-cochere,"{""noun_senses"": [""a carriage entrance passing through a building to an enclosed courtyard"", ""canopy extending out from a building entrance to shelter those getting in and out of vehicles""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.5440.jpg,1,Details highlighted the porte-cochere.,"Caption: An arched entryway, constructed of stone blocks, frames a pair of ornate, blue wooden doors. The structure provides a covered passage, typical of a porte-cochere, allowing for entry while sheltering from the elements. Details like carved floral motifs and a rounded top contribute to its elegant, historical design.
Word: porte-cochere
Noun senses:
- a carriage entrance passing through a building to an enclosed courtyard
- canopy extending out from a building entrance to shelter those getting in and out of vehicles
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
423,football,"{""noun_senses"": [""any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other's goal"", ""the inflated oblong ball used in playing American football""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.5457.jpg,1,They spent the afternoon with football.,"Caption: A classic black and white football rests on a field of green grass, showing its pentagonal and hexagonal panel design.
Word: football
Noun senses:
- any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other's goal
- the inflated oblong ball used in playing American football
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
425,furnishing,"{""noun_senses"": [""(usually plural) accessory wearing apparel"", ""(usually plural) the instrumentalities (furniture and appliances and other movable accessories including curtains and rugs) that make a home (or other area) livable"", ""the act of decorating a house or room""], ""gold_pos"": ""noun"", ""verb_senses"": [""give something useful or necessary to"", ""provide or equip with furniture""]}",image.5481.jpg,2,Her interest in furnishing was always discerning.,"Caption: A decorative element, likely intended as part of a home’s aesthetic, featuring a tree with detailed floral carvings filling a circular space.
Word: furnishing
Noun senses:
- (usually plural) accessory wearing apparel
- (usually plural) the instrumentalities (furniture and appliances and other movable accessories including curtains and rugs) that make a home (or other area) livable
- the act of decorating a house or room
Verb senses:
- give something useful or necessary to
- provide or equip with furniture
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
453,volume,"{""noun_senses"": [""the amount of 3-dimensional space occupied by an object"", ""the property of something that is great in magnitude"", ""physical objects consisting of a number of pages bound together"", ""a publication that is one of a set of several similar publications"", ""a relative amount"", ""the magnitude of sound (usually in a specified direction)""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.5746.jpg,1,The increased volume caused concern.,"Caption: A clear plastic measuring cup displays markings to indicate different amounts of liquid, showing both metric units like milliliters and customary units such as cups and fluid ounces, allowing for precise measurement of ingredients by their volume.
Word: volume
Noun senses:
- the amount of 3-dimensional space occupied by an object
- the property of something that is great in magnitude
- physical objects consisting of a number of pages bound together
- a publication that is one of a set of several similar publications
- a relative amount
- the magnitude of sound (usually in a specified direction)
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
454,bee,"{""noun_senses"": [""any of numerous hairy-bodied insects including social and solitary species"", ""a social gathering to carry out some communal task or to hold competitions""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.680.jpg,1,Everyone noticed the bee in the hall.,"Caption: A fuzzy bee is actively collecting pollen from a cluster of small, bright yellow flowers. Its wings are spread slightly as it clings to the textured bloom, and its legs are positioned to gather resources. The bee’s body displays distinct segments and a covering of fine hairs, typical of its species, while it focuses on the flower’s center.
Word: bee
Noun senses:
- any of numerous hairy-bodied insects including social and solitary species
- a social gathering to carry out some communal task or to hold competitions
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
456,behavior,"{""noun_senses"": [""manner of acting or controlling yourself"", ""the action or reaction of something (as a machine or substance) under specified circumstances"", ""(behavioral attributes) the way a person behaves toward other people"", ""(psychology) the aggregate of the responses or reactions or movements made by an organism in any situation""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.5779.jpg,4,The researchers were asked to provide a detailed report on the subject's behavior during the observation period.,"Caption: A leaf shows evidence of feeding, with irregular edges suggesting a foraging behavior. The insect is actively positioned on the plant, likely engaged in consuming the foliage, demonstrating a typical survival behavior for its species. Its long antennae are extended, possibly sensing the environment for further food sources or detecting potential threats, a common exploratory behavior.
Word: behavior
Noun senses:
- manner of acting or controlling yourself
- the action or reaction of something (as a machine or substance) under specified circumstances
- (behavioral attributes) the way a person behaves toward other people
- (psychology) the aggregate of the responses or reactions or movements made by an organism in any situation
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
467,furring,"{""noun_senses"": [""a furlike coating of matter as on the tongue"", ""strip used to give a level surface for attaching wallboard""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.3936.jpg,2,The inspection needed careful attention to the furring to ensure a solid base.,"Caption: Vertical strips are attached to the building’s exterior, creating a space between the insulation and the eventual finished wall, a process known as furring. These strips provide a framework for attaching the final cladding and allow for ventilation, visible as the yellow insulation panels are supported by the metal framework.
Word: furring
Noun senses:
- a furlike coating of matter as on the tongue
- strip used to give a level surface for attaching wallboard
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
468,haw,"{""noun_senses"": [""a spring-flowering shrub or small tree of the genus Crataegus"", ""the nictitating membrane of a horse""], ""gold_pos"": ""noun"", ""verb_senses"": [""utter `haw'""]}",image.279.jpg,2,The farmer spent a long time inspecting the haw near the gate.,"Caption: These images depict the progression of a bird’s haw, or nictitating membrane, extending over the eye. The first shows a normal, clear view, the second demonstrates a partial covering with a visible slit, and the final image shows the membrane fully closed, appearing cloudy and blueish.
Word: haw
Noun senses:
- a spring-flowering shrub or small tree of the genus Crataegus
- the nictitating membrane of a horse
Verb senses:
- utter `haw'
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
481,whip,"{""verb_senses"": [""beat severely with a whip or rod"", ""defeat thoroughly"", ""thrash about flexibly in the manner of a whiplash"", ""strike as if by whipping"", ""whip with or as if with a wire whisk"", ""subject to harsh criticism""], ""gold_pos"": ""verb"", ""noun_senses"": [""an instrument with a handle and a flexible lash that is used for whipping"", ""a legislator appointed by the party to enforce discipline"", ""a dessert made of sugar and stiffly beaten egg whites or cream and usually flavored with fruit"", ""(golf) the flexibility of the shaft of a golf club"", ""a quick blow delivered with a whip or whiplike object""]}",image.6017.jpg,4,Despair whip across her face.,"Caption: A wrestler delivers a hair pull, extending an opponent’s head back as if with a whip. The force of the move is evident in the contorted position of the receiving wrestler.
Word: whip
Noun senses:
- an instrument with a handle and a flexible lash that is used for whipping
- a legislator appointed by the party to enforce discipline
- a dessert made of sugar and stiffly beaten egg whites or cream and usually flavored with fruit
- (golf) the flexibility of the shaft of a golf club
- a quick blow delivered with a whip or whiplike object
Verb senses:
- beat severely with a whip or rod
- defeat thoroughly
- thrash about flexibly in the manner of a whiplash
- strike as if by whipping
- whip with or as if with a wire whisk
- subject to harsh criticism
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
482,enlighten,"{""verb_senses"": [""make understand"", ""give spiritual insight to; in religion"", ""make free from confusion or ambiguity; make clear""], ""gold_pos"": ""verb"", ""noun_senses"": []}",image.285.jpg,2,The guru hoped to enlighten the followers after their long trip.,"Caption: A moment of connection and shared humanity is captured as Pope Francis gently touches the hands of a couple, perhaps offering comfort or a blessing, with a sense of spiritual guidance and understanding passing between them.
Word: enlighten
Noun senses:

Verb senses:
- make understand
- give spiritual insight to; in religion
- make free from confusion or ambiguity; make clear
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
489,grill,"{""verb_senses"": [""cook over a grill"", ""examine thoroughly""], ""gold_pos"": ""verb"", ""noun_senses"": [""cooking by direct exposure to radiant heat (as over a fire or under a grill)""]}",image.6092.jpg,1,The cook was prepared to grill the brat after the lunch shift ended.,"Caption: A metal grill sits on a patch of green grass, loaded with various pieces of marinated chicken and peppers cooking over glowing charcoal briquettes. The grill has handles on either side and a lower shelf for storage, casting a shadow on the lawn.
Word: grill
Noun senses:
- cooking by direct exposure to radiant heat (as over a fire or under a grill)
Verb senses:
- cook over a grill
- examine thoroughly
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
495,bolo,"{""noun_senses"": [""a cord fastened around the neck with an ornamental clasp and worn as a necktie"", ""long heavy knife with a single edge; of Philippine origin""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.85.jpg,1,He brandished his bolo with a flourish.,"Caption: A decorative cord with ornamental metal tips and a sliding clasp forms a looped shape, reminiscent of traditional Native American jewelry. The cord is intricately patterned with small, repeating designs along its length, culminating in a detailed, circular centerpiece with a central gem-like element.
Word: bolo
Noun senses:
- a cord fastened around the neck with an ornamental clasp and worn as a necktie
- long heavy knife with a single edge; of Philippine origin
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
520,break,"{""noun_senses"": [""some abrupt occurrence that interrupts an ongoing activity"", ""an unexpected piece of good luck"", ""(geology) a crack in the earth's crust resulting from the displacement of one side with respect to the other"", ""a personal or social separation (as between opposing factions)"", ""a pause from doing something (as work)"", ""the act of breaking something"", ""a time interval during which there is a temporary cessation of something"", ""breaking of hard tissue such as bone"", ""the occurrence of breaking"", ""an abrupt change in the tone or register of the voice (as at puberty or due to emotion)"", ""the opening shot that scatters the balls in billiards or pool"", ""(tennis) a score consisting of winning a game when your opponent was serving"", ""an act of delaying or interrupting the continuity"", ""a sudden dash"", ""any frame in which a bowler fails to make a strike or spare"", ""an escape from jail""], ""gold_pos"": ""noun"", ""verb_senses"": [""terminate"", ""become separated into pieces or fragments"", ""render inoperable or ineffective"", ""ruin completely"", ""destroy the integrity of; usually by force; cause to separate into pieces or fragments"", ""act in disregard of laws, rules, contracts, or promises"", ""move away or escape suddenly"", ""scatter or part"", ""force out or release suddenly and often violently something pent up"", ""prevent completion"", ""enter someone's (virtual or real) property in an unauthorized manner, usually with the intent to steal or commit a violent act"", ""make submissive, obedient, or useful"", ""fail to agree with; be in violation of; as of rules or patterns"", ""surpass in excellence"", ""make known to the public information that was previously known only to a few people or that was meant to be kept a secret"", ""come into being"", ""stop operating or functioning"", ""interrupt a continued activity"", ""make a rupture in the ranks of the enemy or one's own by quitting or fleeing"", ""curl over and fall apart in surf or foam, of waves"", ""lessen in force or effect"", ""be broken in"", ""come to an end"", ""vary or interrupt a uniformity or continuity"", ""cause to give up a habit"", ""give up"", ""come forth or begin from a state of latency"", ""happen or take place"", ""cause the failure or ruin of"", ""invalidate by judicial action"", ""discontinue an association or relation; go different ways"", ""assign to a lower position; reduce in rank"", ""reduce to bankruptcy"", ""change directions suddenly"", ""emerge from the surface of a body of water"", ""break down, literally or metaphorically"", ""do a break dance"", ""exchange for smaller units of money"", ""destroy the completeness of a set of related items"", ""make the opening shot that scatters the balls"", ""separate from a clinch, in boxing"", ""go to pieces"", ""break a piece from a whole"", ""become punctured or penetrated"", ""pierce or penetrate"", ""be released or become known; of news"", ""cease an action temporarily"", ""interrupt the flow of current in"", ""undergo breaking"", ""find a flaw in"", ""find the solution or key to"", ""change suddenly from one tone quality or register to another"", ""happen"", ""become fractured; break or crack on the surface only"", ""crack; of the male voice in puberty"", ""fall sharply"", ""fracture a bone of"", ""diminish or discontinue abruptly"", ""weaken or destroy in spirit or body""]}",image.5576.jpg,8,"During the audition, a stumble led to a break, changing everything.","Caption: There is a clear break in the shaft of the humerus, with significant displacement of the bone fragments. Additionally, there appears to be a fracture involving the distal radius and ulna, also with displacement. The shoulder joint appears intact, but the overall view suggests multiple fractures in the upper limb.
Word: break
Noun senses:
- some abrupt occurrence that interrupts an ongoing activity
- an unexpected piece of good luck
- (geology) a crack in the earth's crust resulting from the displacement of one side with respect to the other
- a personal or social separation (as between opposing factions)
- a pause from doing something (as work)
- the act of breaking something
- a time interval during which there is a temporary cessation of something
- breaking of hard tissue such as bone
- the occurrence of breaking
- an abrupt change in the tone or register of the voice (as at puberty or due to emotion)
- the opening shot that scatters the balls in billiards or pool
- (tennis) a score consisting of winning a game when your opponent was serving
- an act of delaying or interrupting the continuity
- a sudden dash
- any frame in which a bowler fails to make a strike or spare
- an escape from jail
Verb senses:
- terminate
- become separated into pieces or fragments
- render inoperable or ineffective
- ruin completely
- destroy the integrity of; usually by force; cause to separate into pieces or fragments
- act in disregard of laws, rules, contracts, or promises
- move away or escape suddenly
- scatter or part
- force out or release suddenly and often violently something pent up
- prevent completion
- enter someone's (virtual or real) property in an unauthorized manner, usually with the intent to steal or commit a violent act
- make submissive, obedient, or useful
- fail to agree with; be in violation of; as of rules or patterns
- surpass in excellence
- make known to the public information that was previously known only to a few people or that was meant to be kept a secret
- come into being
- stop operating or functioning
- interrupt a continued activity
- make a rupture in the ranks of the enemy or one's own by quitting or fleeing
- curl over and fall apart in surf or foam, of waves
- lessen in force or effect
- be broken in
- come to an end
- vary or interrupt a uniformity or continuity
- cause to give up a habit
- give up
- come forth or begin from a state of latency
- happen or take place
- cause the failure or ruin of
- invalidate by judicial action
- discontinue an association or relation; go different ways
- assign to a lower position; reduce in rank
- reduce to bankruptcy
- change directions suddenly
- emerge from the surface of a body of water
- break down, literally or metaphorically
- do a break dance
- exchange for smaller units of money
- destroy the completeness of a set of related items
- make the opening shot that scatters the balls
- separate from a clinch, in boxing
- go to pieces
- break a piece from a whole
- become punctured or penetrated
- pierce or penetrate
- be released or become known; of news
- cease an action temporarily
- interrupt the flow of current in
- undergo breaking
- find a flaw in
- find the solution or key to
- change suddenly from one tone quality or register to another
- happen
- become fractured; break or crack on the surface only
- crack; of the male voice in puberty
- fall sharply
- fracture a bone of
- diminish or discontinue abruptly
- weaken or destroy in spirit or body
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
532,rain,"{""noun_senses"": [""water falling in drops from vapor condensed in the atmosphere"", ""drops of fresh water that fall as precipitation from clouds"", ""anything happening rapidly or in quick successive""], ""gold_pos"": ""noun"", ""verb_senses"": [""precipitate as rain""]}",image.2355.jpg,1,The sudden rain forced the soldiers to abandon their positions and seek immediate cover.,"Caption: A downpour is imminent over rolling green hills, with a visible curtain of precipitation falling from a dark, towering cloud formation. The landscape anticipates a soaking, as evidenced by the heavy, grey sky contrasted with patches of brighter clouds suggesting the storm's edge. Fields stretch out towards distant hills under the weight of the approaching weather.
Word: rain
Noun senses:
- water falling in drops from vapor condensed in the atmosphere
- drops of fresh water that fall as precipitation from clouds
- anything happening rapidly or in quick successive
Verb senses:
- precipitate as rain
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
533,bond,"{""noun_senses"": [""an electrical force linking atoms"", ""a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal"", ""a connection based on kinship or marriage or common interest"", ""(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial"", ""a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner)"", ""a connection that fastens things together"", ""a superior quality of strong durable white writing paper; originally made for printing documents"", ""United States civil rights leader who was elected to the legislature in Georgia but was barred from taking his seat because he opposed the Vietnam War (born 1940)"", ""British secret operative 007 in novels by Ian Fleming"", ""the property of sticking together (as of glue and wood) or the joining of surfaces of different composition""], ""gold_pos"": ""noun"", ""verb_senses"": [""stick to firmly"", ""create social or emotional ties"", ""issue bonds on"", ""bring together in a common cause or emotion""]}",image.6468.jpg,1,She valued the bond above all else.,"Caption: Two entities are held together by a shared, central connection, with a gradient representing the strength of their association and an outer boundary defining the system they create.
Word: bond
Noun senses:
- an electrical force linking atoms
- a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal
- a connection based on kinship or marriage or common interest
- (criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial
- a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner)
- a connection that fastens things together
- a superior quality of strong durable white writing paper; originally made for printing documents
- United States civil rights leader who was elected to the legislature in Georgia but was barred from taking his seat because he opposed the Vietnam War (born 1940)
- British secret operative 007 in novels by Ian Fleming
- the property of sticking together (as of glue and wood) or the joining of surfaces of different composition
Verb senses:
- stick to firmly
- create social or emotional ties
- issue bonds on
- bring together in a common cause or emotion
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
537,return,"{""noun_senses"": [""document giving the tax collector information about the taxpayer's tax liability"", ""a coming to or returning home"", ""the occurrence of a change in direction back in the opposite direction"", ""getting something back again"", ""the act of going back to a prior location"", ""the income or profit arising from such transactions as the sale of land or other property"", ""happening again (especially at regular intervals)"", ""a quick reply to a question or remark (especially a witty or critical one)"", ""the key on electric typewriters or computer keyboards that causes a carriage return and a line feed"", ""a reciprocal group action"", ""a tennis stroke that sends the ball back to the other player"", ""(American football) the act of running back the ball after a kickoff or punt or interception or fumble"", ""the act of someone appearing again""], ""gold_pos"": ""noun"", ""verb_senses"": [""go or come back to place, condition, or activity where one has been before"", ""give back"", ""go back to a previous state"", ""go back to something earlier"", ""bring back to the point of departure"", ""return in kind"", ""make a return"", ""answer back"", ""be restored"", ""pay back"", ""pass down"", ""elect again"", ""be inherited by"", ""return to a previous position; in mathematics"", ""give or supply"", ""submit (a report, etc.) to someone in authority""]}",image.6508.jpg,9,"After the edit, the form needed a return to be processed.","Caption: A keyboard displays a glowing “enter” key with a left-pointing arrow, positioned near keys displaying curly braces and a backslash, suggesting a command to return to a previous state or line of code.
Word: return
Noun senses:
- document giving the tax collector information about the taxpayer's tax liability
- a coming to or returning home
- the occurrence of a change in direction back in the opposite direction
- getting something back again
- the act of going back to a prior location
- the income or profit arising from such transactions as the sale of land or other property
- happening again (especially at regular intervals)
- a quick reply to a question or remark (especially a witty or critical one)
- the key on electric typewriters or computer keyboards that causes a carriage return and a line feed
- a reciprocal group action
- a tennis stroke that sends the ball back to the other player
- (American football) the act of running back the ball after a kickoff or punt or interception or fumble
- the act of someone appearing again
Verb senses:
- go or come back to place, condition, or activity where one has been before
- give back
- go back to a previous state
- go back to something earlier
- bring back to the point of departure
- return in kind
- make a return
- answer back
- be restored
- pay back
- pass down
- elect again
- be inherited by
- return to a previous position; in mathematics
- give or supply
- submit (a report, etc.) to someone in authority
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
552,profession,"{""noun_senses"": [""the body of people in a learned occupation"", ""an occupation requiring special education (especially in the liberal arts or sciences)"", ""an open avowal (true or false) of some belief or opinion"", ""affirmation of acceptance of some religion or faith""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.6637.jpg,2,His profession required a dedication that bordered on faith.,"Caption: A man intently focuses on detailed work with small tools and intricate wiring, suggesting a skilled trade or technical occupation requiring precision and expertise. He wears protective eyewear and a lab coat, further indicating a specialized field of work, possibly in electronics or engineering. The setting appears to be a workshop or laboratory filled with equipment and components related to his craft.
Word: profession
Noun senses:
- the body of people in a learned occupation
- an occupation requiring special education (especially in the liberal arts or sciences)
- an open avowal (true or false) of some belief or opinion
- affirmation of acceptance of some religion or faith
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
567,overtake,"{""verb_senses"": [""catch up with and possibly overtake"", ""travel past"", ""overcome, as with emotions or perceptual stimuli""], ""gold_pos"": ""verb"", ""noun_senses"": [""going by something that is moving in order to get in front of it""]}",image.6760.jpg,1,The storm began to overtake the hikers as they reached the narrow pass.,"Caption: A red truck is shown passing a white van on a multi-lane highway, moving from a slower to a faster lane to complete the maneuver.
Word: overtake
Noun senses:
- going by something that is moving in order to get in front of it
Verb senses:
- catch up with and possibly overtake
- travel past
- overcome, as with emotions or perceptual stimuli
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
576,wrench,"{""noun_senses"": [""a sharp strain on muscles or ligaments"", ""a jerky pulling movement"", ""a hand tool that is used to hold or twist a nut or bolt""], ""gold_pos"": ""noun"", ""verb_senses"": [""twist or pull violently or suddenly, especially so as to remove (something) from that to which it is attached or from where it originates"", ""make a sudden twisting motion"", ""twist and compress, as if in pain or anguish"", ""twist suddenly so as to sprain""]}",image.4947.jpg,3,He felt a wrench in his back.,"Caption: A metallic tool with an open end on both sides is displayed, designed for gripping and turning nuts and bolts. It appears to be made of polished steel and is marked with size indicators on each end.
Word: wrench
Noun senses:
- a sharp strain on muscles or ligaments
- a jerky pulling movement
- a hand tool that is used to hold or twist a nut or bolt
Verb senses:
- twist or pull violently or suddenly, especially so as to remove (something) from that to which it is attached or from where it originates
- make a sudden twisting motion
- twist and compress, as if in pain or anguish
- twist suddenly so as to sprain
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
579,foundation,"{""noun_senses"": [""the basis on which something is grounded"", ""an institution supported by an endowment"", ""lowest support of a structure"", ""education or instruction in the fundamentals of a field of knowledge"", ""the fundamental assumptions from which something is begun or developed or calculated or explained"", ""a woman's undergarment worn to give shape to the contours of the body"", ""the act of starting something for the first time; introducing something new""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.6873.jpg,6,"She carefully chose her foundation, hoping it would support the overall look.","Caption: A display showcases shaping garments on mannequins, alongside promotional material emphasizing shape and control, suggesting undergarments designed to create a smooth silhouette and provide support as a base layer for clothing.
Word: foundation
Noun senses:
- the basis on which something is grounded
- an institution supported by an endowment
- lowest support of a structure
- education or instruction in the fundamentals of a field of knowledge
- the fundamental assumptions from which something is begun or developed or calculated or explained
- a woman's undergarment worn to give shape to the contours of the body
- the act of starting something for the first time; introducing something new
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
582,haul,"{""verb_senses"": [""draw slowly or heavily"", ""transport in a vehicle""], ""gold_pos"": ""verb"", ""noun_senses"": [""the activity of transporting goods by truck""]}",image.2799.jpg,2,The team had to haul the equipment across the rugged mountain pass before the storm arrived.,"Caption: Two horses are harnessed to a large, decorated wagon filled with barrels, ready to haul a celebratory load down the street. A driver sits atop the carriage, and people are visible both on the wagon and alongside it, suggesting a parade or festival.
Word: haul
Noun senses:
- the activity of transporting goods by truck
Verb senses:
- draw slowly or heavily
- transport in a vehicle
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
585,strawberry,"{""noun_senses"": [""sweet fleshy red fruit"", ""any of various low perennial herbs with many runners and bearing white flowers followed by edible fruits having many small achenes scattered on the surface of an enlarged red pulpy berry"", ""a soft red birthmark""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.6927.jpg,1,She was worried that the strawberry would continue to get larger.,"Caption: Bright red strawberry fruits fill small white containers, arranged closely together and creating a vibrant, textured display of fresh produce. Many have their green caps still attached, suggesting recent harvesting, and the berries appear plump and ripe, ready to be enjoyed.
Word: strawberry
Noun senses:
- sweet fleshy red fruit
- any of various low perennial herbs with many runners and bearing white flowers followed by edible fruits having many small achenes scattered on the surface of an enlarged red pulpy berry
- a soft red birthmark
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
