word_index,word,word_phrase,senses,gold_image,gold_pos,gold_sense
4996,arrest,A sudden knock at the door arrested our conversation.,"{""n"": [""the act of apprehending (especially apprehending a criminal)"", ""the state of inactivity following an interruption""], ""v"": [""take into custody"", ""hold back, as of a danger or an enemy; check the expansion or influence of"", ""attract and fix"", ""cause to stop""]}",image.13996.jpg,v,4.0
5216,swallow,The medicine was hard to swallow.,"{""n"": [""a small amount of liquid food"", ""the act of swallowing"", ""small long-winged songbird noted for swift graceful flight and the regularity of its migrations""], ""v"": [""pass through the esophagus as part of eating or drinking"", ""engulf and destroy"", ""enclose or envelop completely, as if by swallowing"", ""utter indistinctly"", ""take back what one has said"", ""keep from expressing"", ""tolerate or accommodate oneself to"", ""believe or accept without questioning or challenge""]}",image.11135.jpg,v,1.0
5290,boil,He started to boil when they brought up the mistake.,"{""n"": [""a painful sore with a hard core filled with pus"", ""the temperature at which a liquid boils at sea level""], ""v"": [""come to the boiling point and change from a liquid to vapor"", ""immerse or be immersed in a boiling liquid, often for cooking purposes"", ""bring to, or maintain at, the boiling point"", ""be agitated"", ""be in an agitated emotional state""]}",image.10737.jpg,v,5.0
5295,magpie,I noticed a magpie by the driveway this morning.,"{""n"": [""long-tailed black-and-white crow that utters a raucous chattering call"", ""someone who collects things that have been discarded by others"", ""an obnoxious and foolish and loquacious talker""]}",image.3251.jpg,n,1.0
5338,hamadryad,"On our walk, we noticed a hamadryad by the old oak.","{""n"": [""the nymph or spirit of a particular tree"", ""large cobra of southeastern Asia and the East Indies; the largest venomous snake; sometimes placed in genus Naja""]}",image.4604.jpg,n,1.0
5351,boil,Please boil the potatoes for dinner.,"{""n"": [""a painful sore with a hard core filled with pus"", ""the temperature at which a liquid boils at sea level""], ""v"": [""come to the boiling point and change from a liquid to vapor"", ""immerse or be immersed in a boiling liquid, often for cooking purposes"", ""bring to, or maintain at, the boiling point"", ""be agitated"", ""be in an agitated emotional state""]}",image.390.jpg,v,2.0
5355,chop,I’ll chop the vegetables before dinner.,"{""n"": [""the irregular motion of waves (usually caused by wind blowing in a direction opposite to the tide)"", ""a small cut of meat including part of a rib"", ""a jaw"", ""a tennis return made with a downward motion that puts backspin on the ball"", ""a grounder that bounces high in the air""], ""v"": [""cut into pieces"", ""move suddenly"", ""form or shape by chopping"", ""strike sharply, as in some sports"", ""cut with a hacking tool"", ""hit sharply""]}",image.7863.jpg,v,1.0
5471,set,"After the first set, we stepped outside for some air.","{""n"": [""a group of things of the same kind that belong together and are so used"", ""(mathematics) an abstract collection of numbers or symbols"", ""several exercises intended to be done in series"", ""representation consisting of the scenery and other properties used to identify the location of a dramatic production"", ""an unofficial association of people or groups"", ""a relatively permanent inclination to react in a particular way"", ""the act of putting something in position"", ""a unit of play in tennis or squash"", ""the process of becoming hard or solid by cooling or drying or crystallization"", ""evil Egyptian god with the head of a beast that has high square ears and a long snout; brother and murderer of Osiris"", ""the descent of a heavenly body below the horizon"", ""(psychology) being temporarily ready to respond in a particular way"", ""any electronic equipment that receives or transmits radio or tv signals""], ""v"": [""put into a certain place or abstract location"", ""fix conclusively or authoritatively"", ""decide upon or fix definitely"", ""establish as the highest level or best performance"", ""put into a certain state; cause to be in a certain state"", ""fix in a border"", ""make ready or suitable or equip in advance for a particular purpose or for some use, event, etc"", ""set to a certain position or cause to operate correctly"", ""locate"", ""disappear beyond the horizon"", ""adapt for performance in a different way"", ""put or set (seeds, seedlings, or plants) into the ground"", ""apply or start"", ""become gelatinous"", ""set in type"", ""put into a position that will restore a normal state"", ""insert (a nail or screw below the surface, as into a countersink)"", ""give a fine, sharp edge to a knife or razor"", ""urge to attack someone"", ""estimate"", ""equip with sails or masts"", ""get ready for a particular purpose or event"", ""alter or regulate so as to achieve accuracy or conform to a standard"", ""bear fruit"", ""arrange attractively""], ""a"": [""(usually followed by `to' or `for') on the point of or strongly disposed"", ""fixed and unmoving; ; - Connor Cruise O'Brien"", ""situated in a particular spot or position"", ""set down according to a plan:"", ""being below the horizon"", ""determined or decided upon as by an authority"", ""converted to solid form (as concrete)""]}",image.1862.jpg,n,8.0
5477,sterilization,"During her checkup, the doctor brought up sterilization.","{""n"": [""the act of making an organism barren or infertile (unable to reproduce)"", ""the procedure of making some object free of live bacteria or other microorganisms (usually by heat or chemical means)""]}",image.4778.jpg,n,1.0
5509,niche,"After the old trees were cut down, the owl's niche in the local woods changed.","{""n"": [""a position particularly well suited to the person who occupies it"", ""a small concavity"", ""an enclosure that is set back or indented"", ""(ecology) the status of an organism within its environment and community (affecting its survival as a species)""]}",image.14101.jpg,n,4.0
5566,sharpen,I'll sharpen it before dinner.,"{""v"": [""make sharp or sharper"", ""make crisp or more crisp and precise"", ""become sharp or sharper"", ""put (an image) into focus"", ""make (images or sounds) sharp or sharper"", ""raise the pitch of (musical notes)"", ""give a point to"", ""make (one's senses) more acute""]}",image.12513.jpg,v,1.0
5576,swimmer,A swimmer emerged from the lake just as the sun came up.,"{""n"": [""a trained athlete who participates in swimming meets"", ""a person who travels through the water by swimming""]}",image.8503.jpg,n,2.0
5595,olive,Could you pass me an olive?,"{""n"": [""small ovoid fruit of the European olive tree; important food and source of oil"", ""evergreen tree cultivated in the Mediterranean region since antiquity and now elsewhere; has edible shiny black fruits"", ""hard yellow often variegated wood of an olive tree; used in cabinetwork"", ""one-seeded fruit of the European olive tree usually pickled and used as a relish"", ""a yellow-green color of low brightness and saturation""], ""a"": [""of a yellow-green color similar to that of an unripe olive""]}",image.5575.jpg,n,4.0
5680,sail,"At the harbor, the sail caught my eye.","{""n"": [""a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel"", ""an ocean trip taken for pleasure"", ""any structure that resembles a sail""], ""v"": [""traverse or travel on (a body of water)"", ""move with sweeping, effortless, gliding motions"", ""travel on water propelled by wind"", ""travel on water propelled by wind or by other means""]}",image.4082.jpg,n,1.0
5688,kick,I'm trying to kick soda this month.,"{""n"": [""the act of delivering a blow with the foot"", ""the swift release of a store of affective force"", ""the backward jerk of a gun when it is fired"", ""informal terms for objecting"", ""the sudden stimulation provided by strong drink (or certain drugs)"", ""a rhythmic thrusting movement of the legs as in swimming or calisthenics""], ""v"": [""drive or propel with the foot"", ""thrash about or strike out with the feet"", ""strike with the foot"", ""kick a leg up"", ""spring back, as from a forceful thrust"", ""stop consuming"", ""make a goal"", ""express complaints, discontent, displeasure, or unhappiness""]}",image.4117.jpg,v,6.0
5700,cree,We hired a Cree teacher for the school.,"{""n"": [""a member of an Algonquian people living in central Canada"", ""the Algonquian language spoken by the Cree""]}",image.13222.jpg,n,1.0
5714,file,I left the file on the table.,"{""n"": [""a set of related records (either written or electronic) kept together"", ""a line of persons or things ranged one behind the other"", ""office furniture consisting of a container for keeping papers in order"", ""a steel hand tool with small sharp teeth on some or all of its surfaces; used for smoothing wood or metal""], ""v"": [""record in a public office or in a court of law"", ""smooth with a file"", ""proceed in line"", ""file a formal charge against"", ""place in a container for keeping records""]}",image.2057.jpg,n,4.0
5795,kick,"While walking home, she kicked a pebble down the sidewalk.","{""n"": [""the act of delivering a blow with the foot"", ""the swift release of a store of affective force"", ""the backward jerk of a gun when it is fired"", ""informal terms for objecting"", ""the sudden stimulation provided by strong drink (or certain drugs)"", ""a rhythmic thrusting movement of the legs as in swimming or calisthenics""], ""v"": [""drive or propel with the foot"", ""thrash about or strike out with the feet"", ""strike with the foot"", ""kick a leg up"", ""spring back, as from a forceful thrust"", ""stop consuming"", ""make a goal"", ""express complaints, discontent, displeasure, or unhappiness""]}",image.11824.jpg,v,1.0
5863,sweetsop,I found a sweetsop at the market.,"{""n"": [""tropical American tree bearing sweet pulpy fruit with thick scaly rind and shiny black seeds"", ""sweet pulpy tropical fruit with thick scaly rind and shiny black seeds""]}",image.11771.jpg,n,2.0
5910,suspension,I gave the bottle a quick shake because the suspension had settled at the bottom.,"{""n"": [""a mixture in which fine particles are suspended in a fluid where they are supported by buoyancy"", ""a time interval during which there is a temporary cessation of something"", ""temporary cessation or suspension"", ""an interruption in the intensity or amount of something"", ""a mechanical system of springs or shock absorbers connecting the wheels and axles to the chassis of a wheeled vehicle"", ""the act of suspending something (hanging it from above so it moves freely)"", ""a temporary debarment (from a privilege or position etc)""]}",image.9586.jpg,n,1.0
5993,mi,"By the time we noticed the problem, mi was already on site.","{""n"": [""destruction of heart tissue resulting from obstruction of the blood supply to the heart muscle"", ""a former British unit of length equivalent to 6,080 feet (1,853.184 meters); 800 feet longer than a statute mile"", ""a unit of length used in navigation; exactly 1,852 meters; historically based on the distance spanned by one minute of arc in latitude"", ""a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters"", ""a midwestern state in north central United States in the Great Lakes region"", ""the government agency in the United Kingdom that is responsible for internal security and counterintelligence on British territory"", ""the government agency in the United Kingdom that is responsible for internal security and counterintelligence overseas"", ""the syllable naming the third (mediant) note of any major scale in solmization""]}",image.12020.jpg,n,6.0
6007,support,I support my niece while she’s in school.,"{""n"": [""the activity of providing for or maintaining by supplying with money or necessities"", ""aiding the cause or policy or interests of"", ""something providing immaterial assistance to a person or cause or interest"", ""a military operation (often involving new supplies of men and materiel) to strengthen a military force or aid in the performance of its mission"", ""documentary validation"", ""the financial means whereby one lives"", ""supporting structure that holds up or provides a foundation"", ""the act of bearing the weight of or strengthening"", ""a musical part (vocal or instrumental) that supports or provides background for other musical parts"", ""any device that bears the weight of another thing"", ""financial resources provided to make some project possible""], ""v"": [""give moral or psychological support, aid, or courage to"", ""support materially or financially"", ""be behind; approve of"", ""be the physical support of; carry the weight of"", ""establish or strengthen as with new evidence or facts"", ""adopt as a belief"", ""support with evidence or authority or make more certain or confirm"", ""argue or speak in defense of"", ""play a subordinate role to (another performer)"", ""be a regular customer or client of"", ""put up with something or somebody unpleasant""]}",image.362.jpg,v,2.0
6010,stab,A sharp twig can stab your hand if you grab it too fast.,"{""n"": [""a sudden sharp feeling"", ""a strong blow with a knife or other sharp pointed instrument"", ""informal words for any attempt or effort""], ""v"": [""use a knife on"", ""stab or pierce"", ""poke or thrust abruptly""]}",image.4553.jpg,v,2.0
6028,record,I keep every record from our family trips in a box on the shelf.,"{""n"": [""anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information about past events"", ""sound recording consisting of a disk with a continuous groove; used to reproduce music by rotating while a phonograph needle tracks in the groove"", ""the number of wins versus losses and ties a team has had"", ""the sum of recognized accomplishments"", ""a compilation of the known facts regarding something or someone"", ""an extreme attainment; the best (or worst) performance ever attested (as in a sport)"", ""a document that can serve as legal evidence of a transaction"", ""a list of crimes for which an accused person has been previously convicted""], ""v"": [""make a record of; set down in permanent form"", ""register electronically"", ""indicate a certain reading; of gauges and instruments"", ""be aware of"", ""be or provide a memorial to a person or an event""]}",image.536.jpg,n,1.0
6052,chop,He ordered a chop and a beer.,"{""n"": [""the irregular motion of waves (usually caused by wind blowing in a direction opposite to the tide)"", ""a small cut of meat including part of a rib"", ""a jaw"", ""a tennis return made with a downward motion that puts backspin on the ball"", ""a grounder that bounces high in the air""], ""v"": [""cut into pieces"", ""move suddenly"", ""form or shape by chopping"", ""strike sharply, as in some sports"", ""cut with a hacking tool"", ""hit sharply""]}",image.3993.jpg,n,2.0
6298,director,The director wanted to try the scene one more time.,"{""n"": [""someone who controls resources and expenditures"", ""member of a board of directors"", ""someone who supervises the actors and directs the action in the production of a show"", ""the person who directs the making of a film"", ""the person who leads a musical group""]}",image.11626.jpg,n,3.0
6410,intercept,I intercepted the package before it was left outside.,"{""n"": [""the point at which a line intersects a coordinate axis""], ""v"": [""seize on its way"", ""tap a telephone or telegraph wire to get information""]}",image.11354.jpg,v,1.0
6455,cheesecake,She found an old cheesecake tucked behind the receipt in his wallet.,"{""n"": [""made with sweetened cream cheese and eggs and cream baked in a crumb crust"", ""a photograph of an attractive woman in minimal attire""]}",image.10003.jpg,n,2.0
6470,dial,I kept the dial from the old phone in a drawer for years.,"{""n"": [""the face of a timepiece; graduated to show the hours"", ""the control on a radio or television set that is used for tuning"", ""the circular graduated indicator on various measuring instruments"", ""a disc on a telephone that is rotated a fixed distance for each number called""], ""v"": [""operate a dial to select a telephone number"", ""choose by means of a dial""]}",image.5708.jpg,n,4.0
6481,dial,I still have the dial tucked away in a drawer.,"{""n"": [""the face of a timepiece; graduated to show the hours"", ""the control on a radio or television set that is used for tuning"", ""the circular graduated indicator on various measuring instruments"", ""a disc on a telephone that is rotated a fixed distance for each number called""], ""v"": [""operate a dial to select a telephone number"", ""choose by means of a dial""]}",image.12643.jpg,n,4.0
6559,chiron,We read about Chiron in class.,"{""n"": [""(Greek mythology) the learned centaur who tutored Achilles, Asclepius, Hercules, Jason, and other heroes"", ""an asteroid discovered in 1977; it is unique in having an orbit lying mainly between the orbits of Saturn and Uranus""]}",image.7192.jpg,n,1.0
6602,mistletoe,She placed mistletoe on the mantel before dinner.,"{""n"": [""American plants closely resembling Old World mistletoe"", ""Old World parasitic shrub having branching greenish stems with leathery leaves and waxy white glutinous berries; the traditional mistletoe of Christmas"", ""shrub of central and southeastern Europe; partially parasitic on beeches, chestnuts and oaks""]}",image.11344.jpg,n,2.0
6641,japonica,We trimmed the japonica near the porch yesterday.,"{""n"": [""greenhouse shrub with glossy green leaves and showy fragrant rose-like flowers; cultivated in many varieties"", ""deciduous thorny shrub native to Japan having red blossoms""]}",image.9796.jpg,n,2.0
6722,carrot,"Before dinner, she set a carrot on the counter.","{""n"": [""deep orange edible root of the cultivated carrot plant"", ""perennial plant widely cultivated as an annual in many varieties for its long conical orange edible roots; temperate and tropical regions"", ""orange root; important source of carotene"", ""promise of reward as in""]}",image.9519.jpg,n,1.0
6725,post,We hung the lantern on the post by the driveway.,"{""n"": [""the position where someone (as a guard or sentry) stands or is assigned to stand"", ""military installation at which a body of troops is stationed"", ""a job in an organization"", ""an upright consisting of a piece of timber or metal fixed firmly in an upright position"", ""United States aviator who in 1933 made the first solo flight around the world (1899-1935)"", ""United States female author who wrote a book and a syndicated newspaper column on etiquette (1872-1960)"", ""United States manufacturer of breakfast cereals and Postum (1854-1914)"", ""any particular collection of letters or packages that is delivered"", ""a pole or stake set up to mark something (as the start or end of a race track)"", ""the system whereby messages are transmitted via the post office"", ""the delivery and collection of letters and packages""], ""v"": [""affix in a public place or for public notice"", ""publicize with, or as if with, a poster"", ""assign to a post; put into a post"", ""assign to a station"", ""display, as of records in sports games"", ""enter on a public list"", ""transfer (entries) from one account book to another"", ""ride Western style and bob up and down in the saddle in rhythm with a horse's trotting gait"", ""mark with a stake"", ""place so as to be noticed"", ""cause to be directed or transmitted to another place"", ""mark or expose as infamous""]}",image.8781.jpg,n,4.0
6747,run,"On Saturdays, I run with the crew for an hour.","{""n"": [""a score in baseball made by a runner touching all four bases safely"", ""the act of testing something"", ""a race run on foot"", ""an unbroken series of events"", ""(American football) a play in which a player attempts to carry the ball through or past the opposing team"", ""a regular trip"", ""the act of running; traveling on foot at a fast pace"", ""the continuous period of time during which something (a machine or a factory) operates or continues in operation"", ""unrestricted freedom to use"", ""the production achieved during a continuous period of operation (of a machine or factory etc.)"", ""a small stream"", ""a race between candidates for elective office"", ""a row of unravelled stitches"", ""the pouring forth of a fluid"", ""an unbroken chronological sequence"", ""a short trip""], ""v"": [""move fast by using one's feet, with one foot off the ground at any given time"", ""flee; take to one's heels; cut and run"", ""stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point"", ""direct or control; projects, businesses, etc."", ""have a particular form"", ""move along, of liquids"", ""perform as expected when applied"", ""change or be different within limits"", ""run, stand, or compete for an office or a position"", ""cause to emit recorded audio or video"", ""move about freely and without restraint, or act as if running around in an uncontrolled way"", ""have a tendency or disposition to do or be something; be inclined"", ""be operating, running or functioning"", ""change from one state to another"", ""cause to perform"", ""be affected by; be subjected to"", ""continue to exist"", ""occur persistently"", ""carry out a process or program, as on a computer or a machine"", ""include as the content; broadcast or publicize"", ""carry out"", ""pass over, across, or through"", ""cause something to pass or lead somewhere"", ""make without a miss"", ""deal in illegally, such as arms or liquor"", ""cause an animal to move fast"", ""be diffused"", ""sail before the wind"", ""cover by running; run a certain distance"", ""extend or continue for a certain period of time"", ""set animals loose to graze"", ""keep company"", ""run with the ball; in such sports as football"", ""travel rapidly, by any (unspecified) means"", ""travel a route regularly"", ""pursue for food or sport (as of wild animals)"", ""compete in a race"", ""progress by being changed"", ""reduce or cause to be reduced from a solid to a liquid state, usually by heating"", ""come unraveled or undone as if by snagging"", ""become undone""]}",image.9986.jpg,v,1.0
6777,crawl,The traffic crawled home after the game.,"{""n"": [""a very slow movement"", ""a swimming stroke; arms are moved alternately overhead accompanied by a flutter kick"", ""a slow mode of locomotion on hands and knees or dragging the body""], ""v"": [""move slowly; in the case of people or animals with the body near the ground"", ""feel as if crawling with insects"", ""be full of"", ""show submission or fear"", ""swim by doing the crawl""]}",image.4527.jpg,v,1.0
6787,beg,I beg you to consider it one more time.,"{""v"": [""call upon in supplication; entreat"", ""make a solicitation or entreaty for something; request urgently or persistently"", ""ask to obtain free"", ""dodge, avoid answering, or take for granted""]}",image.3775.jpg,v,1.0
6828,hepatica,"After the rain, I noticed hepatica growing along the damp edge of the path.","{""n"": [""any of several plants of the genus Hepatica having three-lobed leaves and white or pinkish flowers in early spring; of moist and mossy subalpine woodland areas of north temperate regions"", ""a common liverwort""]}",image.2597.jpg,n,2.0
6926,serve,The café serves coffee and pastries in the morning.,"{""n"": [""(sports) a stroke that puts the ball in play""], ""v"": [""serve a purpose, role, or function"", ""do duty or hold offices; serve in a specific function"", ""contribute or conduce to"", ""be used by; as of a utility"", ""help to some food; help with food or drink"", ""provide (usually but not necessarily food)"", ""devote (part of) one's life or efforts to, as of countries, institutions, or ideas"", ""promote, benefit, or be useful or beneficial to"", ""spend time in prison or in a labor camp"", ""work for or be a servant to"", ""deliver a warrant or summons to someone"", ""be sufficient; be adequate, either in quality or quantity"", ""do military service"", ""mate with"", ""put the ball into play""]}",image.11182.jpg,v,6.0
6949,abaca,I bought some abaca for the craft project.,"{""n"": [""a kind of hemp obtained from the abaca plant in the Philippines"", ""Philippine banana tree having leafstalks that yield Manila hemp used for rope and paper etc""]}",image.15735.jpg,n,1.0
7019,football,We had football in the living room last night.,"{""n"": [""any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other's goal"", ""the inflated oblong ball used in playing American football""]}",image.6106.jpg,n,1.0
7048,cracker,"At the party, there was a cracker on the table by the window.","{""n"": [""a thin crisp wafer made of flour and water with or without leavening and shortening; unsweetened or semisweet"", ""a poor White person in the southern United States"", ""a programmer who cracks (gains unauthorized access to) computers, typically to do malicious things"", ""firework consisting of a small explosive charge and fuse in a heavy paper casing"", ""a party favor consisting of a paper roll (usually containing candy or a small favor) that pops when pulled at both ends""]}",image.3788.jpg,n,1.0
7081,marry,Our neighbor plans to marry in the park this summer.,"{""v"": [""take in marriage"", ""perform a marriage ceremony""]}",image.10484.jpg,v,1.0
7092,post,The post by the gate was loose.,"{""n"": [""the position where someone (as a guard or sentry) stands or is assigned to stand"", ""military installation at which a body of troops is stationed"", ""a job in an organization"", ""an upright consisting of a piece of timber or metal fixed firmly in an upright position"", ""United States aviator who in 1933 made the first solo flight around the world (1899-1935)"", ""United States female author who wrote a book and a syndicated newspaper column on etiquette (1872-1960)"", ""United States manufacturer of breakfast cereals and Postum (1854-1914)"", ""any particular collection of letters or packages that is delivered"", ""a pole or stake set up to mark something (as the start or end of a race track)"", ""the system whereby messages are transmitted via the post office"", ""the delivery and collection of letters and packages""], ""v"": [""affix in a public place or for public notice"", ""publicize with, or as if with, a poster"", ""assign to a post; put into a post"", ""assign to a station"", ""display, as of records in sports games"", ""enter on a public list"", ""transfer (entries) from one account book to another"", ""ride Western style and bob up and down in the saddle in rhythm with a horse's trotting gait"", ""mark with a stake"", ""place so as to be noticed"", ""cause to be directed or transmitted to another place"", ""mark or expose as infamous""]}",image.2595.jpg,n,4.0
7116,momentum,The momentum of the cart made it hard to stop at the end of the aisle.,"{""n"": [""an impelling force or strength"", ""the product of a body's mass and its velocity""]}",image.5037.jpg,n,2.0
7134,dig,I dig the garden after lunch.,"{""n"": [""the site of an archeological exploration"", ""an aggressive remark directed at a person like a missile and intended to have a telling effect"", ""a small gouge (as in the cover of a book)"", ""the act of digging"", ""the act of touching someone suddenly with your finger or elbow""], ""v"": [""turn up, loosen, or remove earth"", ""create by digging"", ""work hard"", ""remove, harvest, or recover by digging"", ""thrust down or into"", ""remove the inner part or the core of"", ""poke or thrust abruptly"", ""get the meaning of something""]}",image.5998.jpg,v,1.0
7196,control,"During dinner, he tried to control the conversation.","{""n"": [""power to direct or determine"", ""a relation of constraint of one entity (thing or person or group) by another"", ""(physiology) regulation or maintenance of a function or action or reflex etc"", ""a standard against which other conditions can be compared in a scientific experiment"", ""the activity of managing or exerting control over something"", ""the state that exists when one person or group has power over another"", ""discipline in personal and social activities"", ""great skillfulness and knowledge of some subject or activity"", ""a mechanism that controls the operation of a machine"", ""a spiritual agency that is assumed to assist the medium during a seance"", ""the economic policy of controlling or limiting or curbing prices or wages etc.""], ""v"": [""exercise authoritative control or power over"", ""lessen the intensity of; temper; hold in restraint; hold or keep within limits"", ""handle and cause to function"", ""control (others or oneself) or influence skillfully, usually to one's advantage"", ""check or regulate (a scientific experiment) by conducting a parallel experiment or comparing with another standard"", ""verify by using a duplicate register for comparison"", ""be careful or certain to do something; make certain of something"", ""have a firm understanding or knowledge of; be on top of""]}",image.7335.jpg,v,1.0
7232,cycle,"When the weather is nice, I cycle to the market.","{""n"": [""an interval during which a recurring sequence of events occurs"", ""a series of poems or songs on the same theme"", ""a periodically repeated sequence of events"", ""the unit of frequency; one hertz has a periodic interval of one second"", ""a single complete execution of a periodically repeated phenomenon"", ""a wheeled vehicle that has two wheels and is moved by foot pedals""], ""v"": [""cause to go through a recurring sequence"", ""pass through a cycle"", ""ride a motorcycle"", ""ride a bicycle"", ""recur in repeating sequences""]}",image.11721.jpg,v,4.0
7241,yew,We bought yew for the new house.,"{""n"": [""wood of a yew; especially the durable fine-grained light brown or red wood of the English yew valued for cabinetwork and archery bows"", ""any of numerous evergreen trees or shrubs having red cup-shaped berries and flattened needlelike leaves""]}",image.686.jpg,n,2.0
7368,juice,That fresh juice woke me up.,"{""n"": [""the liquid part that can be extracted from plant or animal tissue by squeezing or cooking"", ""energetic vitality"", ""electric current"", ""any of several liquids of the body""]}",image.13228.jpg,n,1.0
7523,crash,Traffic was backed up for an hour after the crash on Main Street.,"{""n"": [""a loud resonant repeating noise"", ""a serious accident (usually involving one or more vehicles)"", ""a sudden large decline of business or the prices of stocks (especially one that causes additional failures)"", ""the act of colliding with something"", ""(computer science) an event that causes a computer system to become inoperative""], ""v"": [""fall or come down violently"", ""move with, or as if with, a crashing noise"", ""undergo damage or destruction on impact"", ""move violently as through a barrier"", ""break violently or noisily; smash"", ""occupy, usually uninvited"", ""make a sudden loud sound"", ""enter uninvited; informal"", ""cause to crash"", ""hurl or thrust violently"", ""undergo a sudden and severe downturn"", ""stop operating"", ""sleep in a convenient place""]}",image.13488.jpg,n,2.0
7539,asphalt,The garage smelled faintly of asphalt.,"{""n"": [""mixed asphalt and crushed gravel or sand; used especially for paving but also for roofing"", ""a dark bituminous substance found in natural beds and as residue from petroleum distillation; consists mainly of hydrocarbons""], ""v"": [""cover with tar or asphalt""]}",image.6374.jpg,n,2.0
7558,salute,"At the parade, the cadets salute.","{""n"": [""an act of honor or courteous recognition"", ""a formal military gesture of respect"", ""an act of greeting with friendly words and gestures like bowing or lifting the hat""], ""v"": [""propose a toast to"", ""greet in a friendly way"", ""express commendation of"", ""become noticeable"", ""honor with a military ceremony, as when honoring dead soldiers"", ""recognize with a gesture prescribed by a military regulation; assume a prescribed position""]}",image.7496.jpg,v,6.0
7570,calypso,The calypso by the window looked lovely this morning.,"{""n"": [""rare north temperate bog orchid bearing a solitary white to pink flower marked with purple at the tip of an erect reddish stalk above 1 basal leaf"", ""(Greek mythology) the sea nymph who detained Odysseus for seven years""]}",image.698.jpg,n,1.0
7596,crash,"I heard about the crash near the station, so I took the bus instead.","{""n"": [""a loud resonant repeating noise"", ""a serious accident (usually involving one or more vehicles)"", ""a sudden large decline of business or the prices of stocks (especially one that causes additional failures)"", ""the act of colliding with something"", ""(computer science) an event that causes a computer system to become inoperative""], ""v"": [""fall or come down violently"", ""move with, or as if with, a crashing noise"", ""undergo damage or destruction on impact"", ""move violently as through a barrier"", ""break violently or noisily; smash"", ""occupy, usually uninvited"", ""make a sudden loud sound"", ""enter uninvited; informal"", ""cause to crash"", ""hurl or thrust violently"", ""undergo a sudden and severe downturn"", ""stop operating"", ""sleep in a convenient place""]}",image.11927.jpg,n,2.0
7602,capture,"After a few minutes, we managed to capture the dog before it ran into traffic.","{""n"": [""the act of forcibly dispossessing an owner of property"", ""a process whereby a star or planet holds an object in its gravitational field"", ""any process in which an atomic or nuclear system acquires an additional particle"", ""the act of taking of a person by force"", ""the removal of an opponent's piece from the chess board""], ""v"": [""succeed in representing or expressing something intangible"", ""attract; cause to be enamored"", ""succeed in catching or seizing, especially after a chase"", ""bring about the capture of an elementary particle or celestial body and causing it enter a new orbit"", ""take possession of by force, as after an invasion"", ""capture as if by hunting, snaring, or trapping""]}",image.6995.jpg,v,3.0
7696,lamb,We noticed a lamb near the fence on our walk home.,"{""n"": [""young sheep"", ""English essayist (1775-1834)"", ""a person easily deceived or cheated (especially in financial matters)"", ""a sweet innocent mild-mannered person (especially a child)"", ""the flesh of a young domestic sheep eaten as food""], ""v"": [""give birth to a lamb""]}",image.310.jpg,n,1.0
7757,camp,"On the way home, we spent the weekend at a camp near the lake.","{""n"": [""temporary living quarters specially built by the army for soldiers"", ""a group of people living together in a camp"", ""temporary lodgings in the country for travelers or vacationers"", ""an exclusive circle of people with a common purpose"", ""a penal institution (often for forced labor)"", ""something that is considered amusing not because of its originality but because of its unoriginality"", ""shelter for persons displaced by war or political oppression or for religious beliefs"", ""a site where care and activities are provided for children during the summer months""], ""v"": [""live in or as if in a tent"", ""establish or set up a camp"", ""give an artificially banal or sexual quality to""], ""a"": [""providing sophisticated amusement by virtue of having artificially (and vulgarly) mannered or banal or sentimental qualities""]}",image.14920.jpg,n,3.0
7771,transmission,The transmission at the reunion went unnoticed until people started calling in sick.,"{""n"": [""the act of sending a message; causing a message to be transmitted"", ""communication by means of transmitted signals"", ""the fraction of radiant energy that passes through a substance"", ""an incident in which an infectious disease is transmitted"", ""the gears that transmit power from an automobile engine via the driveshaft to the live axle""]}",image.2905.jpg,n,4.0
7818,lama,I saw the lama at the festival.,"{""n"": [""a Tibetan or Mongolian priest of Lamaism"", ""llamas""]}",image.1749.jpg,n,1.0
7835,tobacco,The tobacco near the fence smelled sweeter after the rain.,"{""n"": [""leaves of the tobacco plant dried and prepared for smoking or ingestion"", ""aromatic annual or perennial herbs and shrubs""]}",image.9711.jpg,n,2.0
7876,till,The till under the old shed was surprisingly hard.,"{""n"": [""unstratified soil deposited by a glacier; consists of sand and clay and gravel and boulders mixed together"", ""a treasury for government funds"", ""a strongbox for holding cash""], ""v"": [""work land as by ploughing, harrowing, and manuring, in order to make it ready for cultivation""]}",image.2834.jpg,n,1.0
7947,dream,"By morning, the dream was already fading.","{""n"": [""a series of mental images and emotions occurring during sleep"", ""imaginative thoughts indulged in while awake"", ""a cherished desire"", ""a fantastic but vain hope (from fantasies induced by the opium pipe)"", ""a state of mind characterized by abstraction and release from reality"", ""someone or something wonderful""], ""v"": [""have a daydream; indulge in a fantasy"", ""experience while sleeping""]}",image.7316.jpg,n,1.0
