word_index,word,word_phrase,senses,gold_image,gold_pos,gold_sense,prompt
2509,galley,'vessel' is a hypernym of the specific sense of 'galley'.,"{""n"": [""a large medieval vessel with a single deck propelled by sails and oars with guns at stern and prow; a complement of 1,000 men; used mainly in the Mediterranean for war and trading"", ""(classical antiquity) a crescent-shaped seagoing vessel propelled by oars"", ""the kitchen area for food preparation on an airliner"", ""the area for food preparation on a ship""]}",image.10620.jpg,n,1.0,"the noun 'galley' that can be interpreted as:
 1. a large medieval vessel with a single deck propelled by sails and oars with guns at stern and prow; a complement of 1,000 men; used mainly in the Mediterranean for war and trading
 2. (classical antiquity) a crescent-shaped seagoing vessel propelled by oars
 3. the kitchen area for food preparation on an airliner
 4. the area for food preparation on a ship
---
Generate a natural ambiguous sentence using polysemous word 'galley' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'galley' should be interpreted as 'a large medieval vessel with a single deck propelled by sails and oars with guns at stern and prow; a complement of 1,000 men; used mainly in the Mediterranean for war and trading'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
2611,straw,'tube' is a hypernym of the specific sense of 'straw'.,"{""n"": [""plant fiber used e.g. for making baskets and hats or as fodder"", ""material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds"", ""a variable yellow tint; dull yellow, often diluted with white"", ""a thin paper or plastic tube used to suck liquids into the mouth""], ""v"": [""cover or provide with or as if with straw"", ""spread by scattering ( is archaic)""], ""a"": [""of a pale yellow color like straw; straw-colored""]}",image.10234.jpg,n,4.0,"the noun 'straw' that can be interpreted as:
 1. plant fiber used e.g. for making baskets and hats or as fodder
 2. material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds
 3. a variable yellow tint; dull yellow, often diluted with white
 4. a thin paper or plastic tube used to suck liquids into the mouth
---
Generate a natural ambiguous sentence using polysemous word 'straw' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'straw' should be interpreted as 'a thin paper or plastic tube used to suck liquids into the mouth'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
2709,bank,'array' is a hypernym of the specific sense of 'bank'.,"{""n"": [""sloping land (especially the slope beside a body of water)"", ""a financial institution that accepts deposits and channels the money into lending activities"", ""a long ridge or pile"", ""an arrangement of similar objects in a row or in tiers"", ""a supply or stock held in reserve for future use (especially in emergencies)"", ""the funds held by a gambling house or the dealer in some gambling games"", ""a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force"", ""a container (usually with a slot in the top) for keeping money at home"", ""a building in which the business of banking transacted"", ""a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)""], ""v"": [""tip laterally"", ""enclose with a bank"", ""do business with a bank or keep an account at a bank"", ""act as the banker in a game or in gambling"", ""be in the banking business"", ""put into a bank account"", ""cover with ashes so to control the rate of burning"", ""have confidence or faith in""]}",image.14224.jpg,n,3.0,"the noun 'bank' that can be interpreted as:
 1. sloping land (especially the slope beside a body of water)
 2. a financial institution that accepts deposits and channels the money into lending activities
 3. a long ridge or pile
 4. an arrangement of similar objects in a row or in tiers
 5. a supply or stock held in reserve for future use (especially in emergencies)
 6. the funds held by a gambling house or the dealer in some gambling games
 7. a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force
 8. a container (usually with a slot in the top) for keeping money at home
 9. a building in which the business of banking transacted
 10. a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)
---
Generate a natural ambiguous sentence using polysemous word 'bank' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'bank' should be interpreted as 'a long ridge or pile'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
2895,mint,'works' is a hypernym of the specific sense of 'mint'.,"{""n"": [""(often followed by `of') a large number or amount or extent"", ""any north temperate plant of the genus Mentha with aromatic leaves and small mauve flowers"", ""any member of the mint family of plants"", ""the leaves of a mint plant used fresh or candied"", ""a candy that is flavored with a mint oil"", ""a plant where money is coined by authority of the government""], ""v"": [""form by stamping, punching, or printing""], ""a"": [""as if new""]}",image.14436.jpg,a,1.0,"the adjective 'mint' that can be interpreted as:
 1. as if new
---
Generate a natural ambiguous sentence using polysemous word 'mint' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the adjective 'mint' should be interpreted as 'as if new'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3024,coach,'trainer' is a hypernym of the specific sense of 'coach'.,"{""n"": [""(sports) someone in charge of training an athlete or a team"", ""a person who gives private instruction (as in singing, acting, etc.)"", ""a railcar where passengers ride"", ""a carriage pulled by four horses with one driver"", ""a vehicle carrying many passengers; used for public transport""], ""v"": [""teach and supervise (someone); act as a trainer or coach (to), as in sports"", ""drive a coach""]}",image.1605.jpg,n,1.0,"the noun 'coach' that can be interpreted as:
 1. (sports) someone in charge of training an athlete or a team
 2. a person who gives private instruction (as in singing, acting, etc.)
 3. a railcar where passengers ride
 4. a carriage pulled by four horses with one driver
 5. a vehicle carrying many passengers; used for public transport
---
Generate a natural ambiguous sentence using polysemous word 'coach' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'coach' should be interpreted as '(sports) someone in charge of training an athlete or a team'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3029,throw,'impel' is a hypernym of the specific sense of 'throw'.,"{""n"": [""the act of throwing (propelling something with a rapid movement of the arm and wrist)"", ""a single chance or instance"", ""the maximum movement available to a pivoted or reciprocating piece by a cam"", ""bedclothes consisting of a lightweight cloth covering (an afghan or bedspread) that is casually thrown over something"", ""casting an object in order to determine an outcome randomly""], ""v"": [""propel through the air"", ""move violently, energetically, or carelessly"", ""get rid of"", ""place or put with great energy"", ""convey or communicate; of a smile, a look, a physical gesture"", ""cause to go on or to be engaged or set in operation"", ""put or send forth"", ""to put into a state or activity hastily, suddenly, or carelessly"", ""cause to be confused emotionally"", ""utter with force; utter vehemently"", ""organize or be responsible for"", ""make on a potter's wheel"", ""cause to fall off"", ""throw (a die) out onto a flat surface"", ""be confusing or perplexing to; cause to be unable to think clearly""]}",image.3460.jpg,v,1.0,"the verb 'throw' that can be interpreted as:
 1. propel through the air
 2. move violently, energetically, or carelessly
 3. get rid of
 4. place or put with great energy
 5. convey or communicate; of a smile, a look, a physical gesture
 6. cause to go on or to be engaged or set in operation
 7. put or send forth
 8. to put into a state or activity hastily, suddenly, or carelessly
 9. cause to be confused emotionally
 10. utter with force; utter vehemently
 11. organize or be responsible for
 12. make on a potter's wheel
 13. cause to fall off
 14. throw (a die) out onto a flat surface
 15. be confusing or perplexing to; cause to be unable to think clearly
---
Generate a natural ambiguous sentence using polysemous word 'throw' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the verb 'throw' should be interpreted as 'propel through the air'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3055,compassion,'sympathy' is a hypernym of the specific sense of 'compassion'.,"{""n"": [""a deep awareness of and sympathy for another's suffering"", ""the humane quality of understanding the suffering of others and wanting to do something about it""]}",image.5797.jpg,n,2.0,"the noun 'compassion' that can be interpreted as:
 1. a deep awareness of and sympathy for another's suffering
 2. the humane quality of understanding the suffering of others and wanting to do something about it
---
Generate a natural ambiguous sentence using polysemous word 'compassion' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'compassion' should be interpreted as 'the humane quality of understanding the suffering of others and wanting to do something about it'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3155,mushroom,'basidiomycete' is a hypernym of the specific sense of 'mushroom'.,"{""n"": [""common name for an edible agaric (contrasting with the inedible toadstool)"", ""mushrooms and related fleshy fungi (including toadstools, puffballs, morels, coral fungi, etc.)"", ""any of various fleshy fungi of the subdivision Basidiomycota consisting of a cap at the end of a stem arising from an underground mycelium"", ""a large cloud of rubble and dust shaped like a mushroom and rising into the sky after an explosion (especially of a nuclear bomb)"", ""fleshy body of any of numerous edible fungi""], ""v"": [""pick or gather mushrooms"", ""grow and spread fast""]}",image.255.jpg,n,3.0,"the noun 'mushroom' that can be interpreted as:
 1. common name for an edible agaric (contrasting with the inedible toadstool)
 2. mushrooms and related fleshy fungi (including toadstools, puffballs, morels, coral fungi, etc.)
 3. any of various fleshy fungi of the subdivision Basidiomycota consisting of a cap at the end of a stem arising from an underground mycelium
 4. a large cloud of rubble and dust shaped like a mushroom and rising into the sky after an explosion (especially of a nuclear bomb)
 5. fleshy body of any of numerous edible fungi
---
Generate a natural ambiguous sentence using polysemous word 'mushroom' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'mushroom' should be interpreted as 'any of various fleshy fungi of the subdivision Basidiomycota consisting of a cap at the end of a stem arising from an underground mycelium'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3186,feed,'provide' is a hypernym of the specific sense of 'feed'.,"{""n"": [""food for domestic livestock""], ""v"": [""provide as food"", ""give food to"", ""feed into; supply"", ""introduce continuously"", ""support or promote"", ""take in food; used of animals only"", ""serve as food for; be the food for"", ""move along, of liquids"", ""profit from in an exploitatory manner"", ""gratify"", ""provide with fertilizers or add nutrients to"", ""give a tip or gratuity to in return for a service, beyond the compensation agreed on""]}",image.2779.jpg,v,2.0,"the verb 'feed' that can be interpreted as:
 1. provide as food
 2. give food to
 3. feed into; supply
 4. introduce continuously
 5. support or promote
 6. take in food; used of animals only
 7. serve as food for; be the food for
 8. move along, of liquids
 9. profit from in an exploitatory manner
 10. gratify
 11. provide with fertilizers or add nutrients to
 12. give a tip or gratuity to in return for a service, beyond the compensation agreed on
---
Generate a natural ambiguous sentence using polysemous word 'feed' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the verb 'feed' should be interpreted as 'give food to'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3328,damask,'steel' is a hypernym of the specific sense of 'damask'.,"{""n"": [""a table linen made from linen with a damask pattern"", ""a fabric of linen or cotton or silk or wool with a reversible pattern woven into it""], ""a"": [""having a woven pattern""]}",image.2936.jpg,a,1.0,"the adjective 'damask' that can be interpreted as:
 1. having a woven pattern
---
Generate a natural ambiguous sentence using polysemous word 'damask' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the adjective 'damask' should be interpreted as 'having a woven pattern'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3466,walnut,'noix' is a hypernym of the specific sense of 'walnut'.,"{""n"": [""nut of any of various walnut trees having a wrinkled two-lobed seed with a hard shell"", ""hard dark-brown wood of any of various walnut trees; used especially for furniture and paneling"", ""any of various trees of the genus Juglans""]}",image.9152.jpg,n,3.0,"the noun 'walnut' that can be interpreted as:
 1. nut of any of various walnut trees having a wrinkled two-lobed seed with a hard shell
 2. hard dark-brown wood of any of various walnut trees; used especially for furniture and paneling
 3. any of various trees of the genus Juglans
---
Generate a natural ambiguous sentence using polysemous word 'walnut' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'walnut' should be interpreted as 'any of various trees of the genus Juglans'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3480,runner,'jack' is a hypernym of the specific sense of 'runner'.,"{""n"": [""someone who imports or exports without paying duties"", ""someone who travels on foot by running"", ""a person who is employed to deliver messages or documents"", ""a baseball player on the team at bat who is on base (or attempting to reach a base)"", ""a horizontal branch from the base of plant that produces new plants from buds at its tips"", ""a trained athlete who competes in foot races"", ""(football) the player who is carrying (and trying to advance) the ball on an offensive play"", ""a long narrow carpet"", ""device consisting of the parts on which something can slide along"", ""fish of western Atlantic: Cape Cod to Brazil""]}",image.5226.jpg,n,10.0,"the noun 'runner' that can be interpreted as:
 1. someone who imports or exports without paying duties
 2. someone who travels on foot by running
 3. a person who is employed to deliver messages or documents
 4. a baseball player on the team at bat who is on base (or attempting to reach a base)
 5. a horizontal branch from the base of plant that produces new plants from buds at its tips
 6. a trained athlete who competes in foot races
 7. (football) the player who is carrying (and trying to advance) the ball on an offensive play
 8. a long narrow carpet
 9. device consisting of the parts on which something can slide along
 10. fish of western Atlantic: Cape Cod to Brazil
---
Generate a natural ambiguous sentence using polysemous word 'runner' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'runner' should be interpreted as 'fish of western Atlantic: Cape Cod to Brazil'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3526,echo,'reflection' is a hypernym of the specific sense of 'echo'.,"{""n"": [""the repetition of a sound resulting from reflection of the sound waves"", ""(Greek mythology) a nymph who was spurned by Narcissus and pined away until only her voice remained"", ""a reply that repeats what has just been said"", ""a reflected television or radio or radar beam"", ""a close parallel of a feeling, idea, style, etc."", ""an imitation or repetition""], ""v"": [""to say again or imitate"", ""ring or echo with sound"", ""call to mind""]}",image.4106.jpg,n,5.0,"the noun 'echo' that can be interpreted as:
 1. the repetition of a sound resulting from reflection of the sound waves
 2. (Greek mythology) a nymph who was spurned by Narcissus and pined away until only her voice remained
 3. a reply that repeats what has just been said
 4. a reflected television or radio or radar beam
 5. a close parallel of a feeling, idea, style, etc.
 6. an imitation or repetition
---
Generate a natural ambiguous sentence using polysemous word 'echo' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'echo' should be interpreted as 'a close parallel of a feeling, idea, style, etc.'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3565,property,'attribute' is a hypernym of the specific sense of 'property'.,"{""n"": [""something owned; any tangible or intangible possession that is owned by someone"", ""a basic or essential attribute shared by all members of a class"", ""any area set aside for a particular purpose"", ""a construct whereby objects or individuals can be distinguished"", ""any movable articles or objects used on the set of a play or movie""]}",image.2391.jpg,n,2.0,"the noun 'property' that can be interpreted as:
 1. something owned; any tangible or intangible possession that is owned by someone
 2. a basic or essential attribute shared by all members of a class
 3. any area set aside for a particular purpose
 4. a construct whereby objects or individuals can be distinguished
 5. any movable articles or objects used on the set of a play or movie
---
Generate a natural ambiguous sentence using polysemous word 'property' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'property' should be interpreted as 'a basic or essential attribute shared by all members of a class'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3629,pump,'displace' is a hypernym of the specific sense of 'pump'.,"{""n"": [""a mechanical device that moves fluid or gas by pressure or suction"", ""the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body"", ""a low-cut shoe without fastenings""], ""v"": [""operate like a pump; move up and down, like a handle or a pedal"", ""deliver forth"", ""draw or pour with a pump"", ""supply in great quantities"", ""flow intermittently"", ""move up and down"", ""raise (gases or fluids) with a pump"", ""question persistently""]}",image.12983.jpg,n,2.0,"the noun 'pump' that can be interpreted as:
 1. a mechanical device that moves fluid or gas by pressure or suction
 2. the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body
 3. a low-cut shoe without fastenings
---
Generate a natural ambiguous sentence using polysemous word 'pump' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'pump' should be interpreted as 'the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3711,drive,'dig' is a hypernym of the specific sense of 'drive'.,"{""n"": [""the act of applying force to propel something"", ""a mechanism by which force or power is transmitted in a machine"", ""a series of actions advancing a principle or tending toward a particular end"", ""a road leading up to a private house"", ""the trait of being highly motivated"", ""hitting a golf ball off of a tee with a driver"", ""the act of driving a herd of animals overland"", ""a journey in a vehicle (usually an automobile)"", ""a physiological state corresponding to a strong need or desire"", ""(computer science) a device that writes data onto or reads data from a storage medium"", ""a wide scenic road planted with trees"", ""(sports) a hard straight return (as in tennis or squash)""], ""v"": [""operate or control a vehicle"", ""travel or be transported in a vehicle"", ""cause someone or something to move by driving"", ""force into or from an action or state, either physically or metaphorically"", ""to compel or force or urge relentlessly or exert coercive pressure on, or motivate strongly"", ""cause to move back by force or influence"", ""compel somebody to do something, often against his own will or judgment"", ""push, propel, or press with force"", ""cause to move rapidly by striking or throwing with force"", ""strive and make an effort to reach a goal"", ""move into a desired direction of discourse"", ""have certain properties when driven"", ""work as a driver"", ""move by being propelled by a force"", ""urge forward"", ""proceed along in a vehicle"", ""strike with a driver, as in teeing off"", ""hit very hard, as by swinging a bat horizontally"", ""excavate horizontally"", ""cause to function by supplying the force or power for or by controlling"", ""hunting: search for game"", ""hunting: chase from cover into more open ground""]}",image.9975.jpg,v,1.0,"the verb 'drive' that can be interpreted as:
 1. operate or control a vehicle
 2. travel or be transported in a vehicle
 3. cause someone or something to move by driving
 4. force into or from an action or state, either physically or metaphorically
 5. to compel or force or urge relentlessly or exert coercive pressure on, or motivate strongly
 6. cause to move back by force or influence
 7. compel somebody to do something, often against his own will or judgment
 8. push, propel, or press with force
 9. cause to move rapidly by striking or throwing with force
 10. strive and make an effort to reach a goal
 11. move into a desired direction of discourse
 12. have certain properties when driven
 13. work as a driver
 14. move by being propelled by a force
 15. urge forward
 16. proceed along in a vehicle
 17. strike with a driver, as in teeing off
 18. hit very hard, as by swinging a bat horizontally
 19. excavate horizontally
 20. cause to function by supplying the force or power for or by controlling
 21. hunting: search for game
 22. hunting: chase from cover into more open ground
---
Generate a natural ambiguous sentence using polysemous word 'drive' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the verb 'drive' should be interpreted as 'operate or control a vehicle'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3722,drive,'power' is a hypernym of the specific sense of 'drive'.,"{""n"": [""the act of applying force to propel something"", ""a mechanism by which force or power is transmitted in a machine"", ""a series of actions advancing a principle or tending toward a particular end"", ""a road leading up to a private house"", ""the trait of being highly motivated"", ""hitting a golf ball off of a tee with a driver"", ""the act of driving a herd of animals overland"", ""a journey in a vehicle (usually an automobile)"", ""a physiological state corresponding to a strong need or desire"", ""(computer science) a device that writes data onto or reads data from a storage medium"", ""a wide scenic road planted with trees"", ""(sports) a hard straight return (as in tennis or squash)""], ""v"": [""operate or control a vehicle"", ""travel or be transported in a vehicle"", ""cause someone or something to move by driving"", ""force into or from an action or state, either physically or metaphorically"", ""to compel or force or urge relentlessly or exert coercive pressure on, or motivate strongly"", ""cause to move back by force or influence"", ""compel somebody to do something, often against his own will or judgment"", ""push, propel, or press with force"", ""cause to move rapidly by striking or throwing with force"", ""strive and make an effort to reach a goal"", ""move into a desired direction of discourse"", ""have certain properties when driven"", ""work as a driver"", ""move by being propelled by a force"", ""urge forward"", ""proceed along in a vehicle"", ""strike with a driver, as in teeing off"", ""hit very hard, as by swinging a bat horizontally"", ""excavate horizontally"", ""cause to function by supplying the force or power for or by controlling"", ""hunting: search for game"", ""hunting: chase from cover into more open ground""]}",image.889.jpg,v,20.0,"the verb 'drive' that can be interpreted as:
 1. operate or control a vehicle
 2. travel or be transported in a vehicle
 3. cause someone or something to move by driving
 4. force into or from an action or state, either physically or metaphorically
 5. to compel or force or urge relentlessly or exert coercive pressure on, or motivate strongly
 6. cause to move back by force or influence
 7. compel somebody to do something, often against his own will or judgment
 8. push, propel, or press with force
 9. cause to move rapidly by striking or throwing with force
 10. strive and make an effort to reach a goal
 11. move into a desired direction of discourse
 12. have certain properties when driven
 13. work as a driver
 14. move by being propelled by a force
 15. urge forward
 16. proceed along in a vehicle
 17. strike with a driver, as in teeing off
 18. hit very hard, as by swinging a bat horizontally
 19. excavate horizontally
 20. cause to function by supplying the force or power for or by controlling
 21. hunting: search for game
 22. hunting: chase from cover into more open ground
---
Generate a natural ambiguous sentence using polysemous word 'drive' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the verb 'drive' should be interpreted as 'cause to function by supplying the force or power for or by controlling'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3768,team,'sport' is a hypernym of the specific sense of 'team'.,"{""n"": [""a cooperative unit (especially in sports)"", ""two or more draft animals that work together to pull something""], ""v"": [""form a team""]}",image.10675.jpg,n,1.0,"the noun 'team' that can be interpreted as:
 1. a cooperative unit (especially in sports)
 2. two or more draft animals that work together to pull something
---
Generate a natural ambiguous sentence using polysemous word 'team' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'team' should be interpreted as 'a cooperative unit (especially in sports)'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3853,garage,'station' is a hypernym of the specific sense of 'garage'.,"{""n"": [""an outbuilding (or part of a building) for housing automobiles"", ""a repair shop where cars and trucks are serviced and repaired""], ""v"": [""keep or store in a garage""]}",image.6909.jpg,n,2.0,"the noun 'garage' that can be interpreted as:
 1. an outbuilding (or part of a building) for housing automobiles
 2. a repair shop where cars and trucks are serviced and repaired
---
Generate a natural ambiguous sentence using polysemous word 'garage' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'garage' should be interpreted as 'a repair shop where cars and trucks are serviced and repaired'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
3885,ramp,'machine' is a hypernym of the specific sense of 'ramp'.,"{""n"": [""an inclined surface connecting two levels"", ""North American perennial having a slender bulb and whitish flowers"", ""a movable staircase that passengers use to board or leave an aircraft""], ""v"": [""behave violently, as if in state of a great anger"", ""furnish with a ramp"", ""be rampant"", ""creep up -- used especially of plants"", ""stand with arms or forelegs raised, as if menacing""]}",image.4598.jpg,n,1.0,"the noun 'ramp' that can be interpreted as:
 1. an inclined surface connecting two levels
 2. North American perennial having a slender bulb and whitish flowers
 3. a movable staircase that passengers use to board or leave an aircraft
---
Generate a natural ambiguous sentence using polysemous word 'ramp' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'ramp' should be interpreted as 'an inclined surface connecting two levels'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
4007,waxflower,'wildflower' is a hypernym of the specific sense of 'waxflower'.,"{""n"": [""twining woody vine of Madagascar having thick dark waxy evergreen leaves and clusters of large fragrant waxy white flowers along the stems; widely cultivated in warm regions"", ""epiphytic clusia of British Guiana"", ""small waxy white or pinkish-white saprophytic woodland plant having scalelike leaves and a nodding flower; turns black with age""]}",image.12446.jpg,n,3.0,"the noun 'waxflower' that can be interpreted as:
 1. twining woody vine of Madagascar having thick dark waxy evergreen leaves and clusters of large fragrant waxy white flowers along the stems; widely cultivated in warm regions
 2. epiphytic clusia of British Guiana
 3. small waxy white or pinkish-white saprophytic woodland plant having scalelike leaves and a nodding flower; turns black with age
---
Generate a natural ambiguous sentence using polysemous word 'waxflower' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'waxflower' should be interpreted as 'small waxy white or pinkish-white saprophytic woodland plant having scalelike leaves and a nodding flower; turns black with age'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
4017,kauri,'copal' is a hypernym of the specific sense of 'kauri'.,"{""n"": [""resin of the kauri trees of New Zealand; found usually as a fossil; also collected for making varnishes and linoleum"", ""tall timber tree of New Zealand having white straight-grained wood"", ""white close-grained wood of a tree of the genus Agathis especially Agathis australis""]}",image.5598.jpg,n,1.0,"the noun 'kauri' that can be interpreted as:
 1. resin of the kauri trees of New Zealand; found usually as a fossil; also collected for making varnishes and linoleum
 2. tall timber tree of New Zealand having white straight-grained wood
 3. white close-grained wood of a tree of the genus Agathis especially Agathis australis
---
Generate a natural ambiguous sentence using polysemous word 'kauri' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'kauri' should be interpreted as 'resin of the kauri trees of New Zealand; found usually as a fossil; also collected for making varnishes and linoleum'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
